行业,行业细分,公司,涨跌幅,市值
金融服务,银行,宁波银行,0.0,233591673000.0
科技,硬件,工业富联,-0.68,230466046000.0
周期性消费,包装和容器,恩捷股份,1.24,229708932000.0
工业,交通运输,京沪高铁,-0.22,227363024000.0
工业,工业制品,阳光电源,-2.3,224122976000.0
基础材料,化工,赣锋锂业,0.24,220235350000.0
房地产,房地产,万科Ａ,-0.41,216909090000.0
周期性消费,家具制造,格力电器,-0.98,210254285000.0
科技,硬件,北方华创,1.24,205769547000.0
医疗保健,生物科技,智飞生物,0.18,204609581000.0
非周期性消费,农副加工食品,通威股份,-2.98,203800027000.0
工业,建筑,中国建筑,0.21,197997141000.0
基础材料,金属与开采,北方稀土,-0.09,197459155000.0
金融服务,银行,中信银行,0.22,195383915000.0
工业,农用和重型工程机械,三一重工,0.75,193114000000.0
公用事业,公共事业 - 独立发电商,三峡能源,0.76,189137435000.0
基础材料,建筑材料,海螺水泥,-0.59,188965094000.0
科技,硬件,京东方Ｂ,-1.2,188697572000.0
金融服务,资本市场,中信建投,-0.55,186232171000.0
工业,工业制品,汇川技术,0.7,181549381000.0
科技,硬件,歌尔股份,-1.18,180002547000.0
房地产,房地产,保利发展,-1.99,172711671000.0
基础材料,化工,天齐锂业,1.73,167993704000.0
金融服务,银行,光大银行,0.0,167984258000.0
基础材料,化工,荣盛石化,1.73,167902122000.0
基础材料,化工,合盛硅业,-2.31,167362494000.0
科技,半导体,三安光电,-0.84,164169552000.0
工业,航空航天和国防,航发动力,-1.38,161771105000.0
金融服务,银行,民生银行,-0.26,159489163000.0
金融服务,资本市场,广发证券,0.43,157367336000.0
基础材料,农业,盐湖股份,0.46,154893468000.0
周期性消费,服饰加工,恒力石化,-0.59,153170811000.0
基础材料,金属与开采,华友钴业,-3.03,152881633000.0
医疗保健,生物科技,万泰生物,3.9,150504020000.0
科技,硬件,闻泰科技,-2.06,149750361000.0
基础材料,钢铁和焦煤,宝钢股份,-0.88,149423337000.0
科技,半导体,天合光能,-5.43,148594426000.0
科技,半导体,中环股份,-0.04,147233498000.0
科技,半导体,晶澳科技,-2.49,146727769000.0
金融服务,资本市场,招商证券,0.46,142190868000.0
医疗保健,生物科技,康龙化成,2.04,141422391000.0
科技,硬件,中兴通讯,-1.5,141236357000.0
金融服务,资本市场,国泰君安,-2.59,141203020000.0
科技,硬件,传音控股,-0.69,139276605000.0
工业,航空航天和国防,中航沈飞,-1.04,137058488000.0
金融服务,资本市场,华泰证券,0.12,135395368000.0
金融服务,资本市场,海通证券,-1.07,134683161000.0
基础材料,钢铁和焦煤,包钢股份,-2.07,128574771000.0
基础材料,化工,天赐材料,0.36,126972477000.0
科技,软件,科大讯飞,-0.83,126641811000.0
工业,工业制品,大全能源,-3.44,125859636000.0
科技,软件,金山办公,2.69,125692139000.0
工业,工业制品,先导智能,-1.09,124409705000.0
医疗保健,医疗器械,爱美客,-0.92,124395569000.0
科技,半导体,紫光国微,-0.38,123894675000.0
科技,半导体,卓胜微,12.99,123885944000.0
工业,建筑,中国中铁,0.18,123726560000.0
医疗保健,医药制造,复星医药,1.25,123690913000.0
通信服务,通信,中国联通,-0.25,122106089000.0
公用事业,公共事业 - 独立发电商,中国核电,1.62,120693674000.0
能源,其他能源,陕西煤业,-1.43,119641155000.0
基础材料,化工,宝丰能源,-0.68,119179831000.0
医疗保健,医药制造,长春高新,-0.08,119033119000.0
金融服务,资本市场,申万宏源,-1.55,118448889000.0
医疗保健,医疗诊断和研究,泰格医药,-1.92,117938734000.0
基础材料,化工,璞泰来,-2.59,117209690000.0
周期性消费,汽车和配件,长安Ｂ,-1.42,116758846000.0
非周期性消费,酒精饮料,古井贡Ｂ,-0.93,116376040000.0
周期性消费,汽车和配件,福耀玻璃,-1.04,116092077000.0
基础材料,化工,中伟股份,-3.66,116081901000.0
医疗保健,医药制造,云南白药,1.72,115312911000.0
医疗保健,生物科技,凯莱英,0.11,114538406000.0
工业,交通运输,上港集团,0.82,114536877000.0
科技,半导体,福斯特,-4.38,112810832000.0
基础材料,建筑材料,天山股份,-1.4,112536325000.0
工业,工业制品,正泰电器,-3.04,111772834000.0
周期性消费,服饰加工,东方盛虹,-0.61,111737729000.0
非周期性消费,酒精饮料,青岛啤酒,1.27,110291340000.0
周期性消费,服饰加工,华利集团,-0.94,108567876000.0
公用事业,公共事业 - 独立发电商,华能水电,1.83,108891089000.0
科技,硬件,蓝思科技,-4.53,108311978000.0
金融服务,资本市场,国信证券,-0.18,107467645000.0
医疗保健,医药制造,沃森生物,3.83,107067847000.0
非周期性消费,农副加工食品,海大集团,0.22,106981838000.0
工业,工业制品,恒立液压,0.47,106268910000.0
基础材料,钢铁和焦煤,中信特钢,0.38,105890646000.0
工业,建筑,东方雨虹,2.18,105422201000.0
科技,硬件,中航光电,-2.04,105090719000.0
通信服务,传媒,分众传媒,0.69,104416309000.0
工业,航空航天和国防,中国船舶,-2.15,104377621000.0
科技,半导体,兆易创新,0.2,104319874000.0
非周期性消费,农副加工食品,双汇发展,-1.23,103936018000.0
工业,交通运输,中国国航,-1.07,103472855000.0
科技,半导体,中微公司,2.45,102682166000.0
金融服务,银行,上海银行,-0.14,102571833000.0
科技,软件,用友网络,-0.29,102498560000.0
非周期性消费,农副加工食品,温氏股份,0.06,102074732000.0
工业,建筑,中国电建,0.15,101739954000.0
工业,航空航天和国防,中航西飞,-0.41,100544483000.0
工业,工业制品,公牛集团,2.08,99556154000.0
金融服务,保险,新华保险,-1.12,99503598000.0
工业,交通运输,南方航空,-1.06,99330325000.0
科技,半导体,华润微,0.44,97308807000.0
周期性消费,家具制造,科沃斯,-1.77,95704161000.0
工业,航空航天和国防,中国重工,-0.95,95538351000.0
工业,交通运输,上海机场,0.06,94555851000.0
金融服务,银行,北京银行,-0.23,93874850000.0
工业,建筑,中国铁建,0.14,93767323000.0
房地产,房地产,招商蛇口,-1.41,93744991000.0
能源,其他能源,兖州煤业,-1.16,93232720000.0
金融服务,资本市场,东方证券,0.2,92860973000.0
科技,硬件,鹏鼎控股,-1.06,92429422000.0
金融服务,银行,南京银行,-0.43,91964159000.0
公用事业,公共事业 - 独立发电商,华能国际,0.17,91711003000.0
工业,交通运输,大秦铁路,-0.49,91430933000.0
科技,半导体,澜起科技,-4.53,91178782000.0
周期性消费,汽车和配件,小康股份,-2.83,89522736000.0
金融服务,银行,江苏银行,0.0,88765455000.0
科技,半导体,TCL科技,-1.41,88533354000.0
科技,软件,宝信Ｂ,-0.89,88021090000.0
工业,工业制品,特变电工,2.93,87954677000.0
科技,硬件,格科微,5.62,87782133000.0
科技,半导体,士兰微,-3.11,87732803000.0
金融服务,银行,华夏银行,0.71,87245559000.0
医疗保健,生物科技,贝泰妮,-0.96,86297309000.0
科技,半导体,晶盛机电,-1.65,86206006000.0
科技,软件,三六零,0.67,86102165000.0
周期性消费,零售,芒果超媒,-6.27,85269815000.0
科技,半导体,圣邦股份,4.48,83985643000.0
金融服务,银行,杭州银行,0.0,83615868000.0
工业,工业制品,三花智控,-0.04,83461792000.0
科技,软件,恒生电子,-1.44,83093417000.0
周期性消费,汽车和配件,华域汽车,1.29,82940128000.0
基础材料,金属与开采,中国铝业,-0.93,82648224000.0
科技,硬件,深信服,3.81,81505192000.0
工业,建筑,中国中冶,2.61,80602024000.0
基础材料,化工,华熙生物,-0.24,80309061000.0
基础材料,金属与开采,山东黄金,0.1,80171359000.0
科技,半导体,斯达半导,-2.35,79866615000.0
工业,交通运输,中国东航,-0.82,78916914000.0
医疗保健,医药制造,康泰生物,3.42,78766138000.0
工业,工业制品,国轩高科,0.16,78215679000.0
工业,工业制品,欣旺达,-2.89,77766063000.0
科技,硬件,紫光股份,-9.02,77213324000.0
科技,硬件,三环集团,-0.19,76446110000.0
周期性消费,家具制造,欧派家居,0.16,76328425000.0
科技,软件,广联达,-1.44,75747821000.0
医疗保健,医药制造,新和成,0.1,75238717000.0
房地产,房地产,新城控股,-0.63,74759301000.0
工业,商业服务,大华股份,-1.27,74619887000.0
工业,工业制品,金风科技,1.45,74167001000.0
非周期性消费,酒精饮料,东鹏饮料,-2.36,73997931000.0
非周期性消费,酒精饮料,今世缘,-1.02,73928692000.0
科技,半导体,沪硅产业,1.09,73538095000.0
非周期性消费,酒精饮料,重庆啤酒,-0.59,73262248000.0
周期性消费,汽车和配件,德赛西威,0.71,73029070000.0
科技,硬件,北京君正,-2.25,72807893000.0
非周期性消费,酒精饮料,舍得酒业,1.65,72182109000.0
金融服务,资本市场,中泰证券,1.76,71701965000.0
非周期性消费,酒精饮料,酒鬼酒,-0.68,70649050000.0
能源,其他能源,中煤能源,-1.75,70241553000.0
公用事业,公共事业 - 独立发电商,国投电力,3.79,70206611000.0
科技,半导体,迈为股份,0.2,69557210000.0
科技,硬件,亿联网络,-3.17,69312681000.0
基础材料,化工,中国巨石,2.02,68976684000.0
科技,半导体,思瑞浦,1.64,68094381000.0
金融服务,银行,沪农商行,-0.57,67799895000.0
基础材料,化工,卫星化学,-0.71,66866102000.0
医疗保健,医疗机构和服务,通策医疗,1.48,66333679000.0
工业,建筑,中国化学,1.22,66290508000.0
非周期性消费,农副加工食品,新希望,-1.08,66135037000.0
科技,半导体,瑞芯微,0.29,65534148000.0
工业,工业制品,珠海冠宇,-2.51,65132257000.0
科技,软件,同花顺,-1.37,64644686000.0
基础材料,金属与开采,江西铜业,1.18,64599395000.0
基础材料,化工,龙佰集团,-2.35,64531893000.0
金融服务,资本市场,方正证券,-0.26,64210706000.0
科技,软件,中科创达,0.5,63598099000.0
金融服务,多元化金融服务,中油资本,-0.6,63462735000.0
科技,软件,奇安信,1.16,63436610000.0
科技,半导体,立昂微,-0.13,63108072000.0
基础材料,农业,华鲁恒升,0.5,63103828000.0
周期性消费,汽车和配件,拓普集团,1.69,63020667000.0
非周期性消费,酒精饮料,水井坊,-2.93,62577785000.0
工业,工业制品,上机数控,-1.51,62483870000.0
周期性消费,汽车和配件,星宇股份,2.05,62271244000.0
非周期性消费,教育,中公教育,5.93,61543606000.0
金融服务,资本市场,光大证券,0.27,61541859000.0
医疗保健,医药制造,华东医药,0.2,61418702000.0
工业,工业制品,明阳智能,-1.82,60994842000.0
工业,航空航天和国防,中航机电,-1.02,60370597000.0
基础材料,化工,中材科技,2.0,60251257000.0
基础材料,化工,凯赛生物,-0.75,60134990000.0
科技,半导体,长电科技,1.14,60044091000.0
工业,交通运输,宁波港,-0.27,59435889000.0
基础材料,化工,联泓新科,-0.76,59320805000.0
工业,工业制品,东方电气,3.44,59140902000.0
工业,工业制品,石头科技,-0.52,58939100000.0
通信服务,通信,中国卫通,-1.66,58924927000.0
科技,半导体,景嘉微,-5.11,58913627000.0
金融服务,资本市场,兴业证券,0.0,58864425000.0
能源,石油与天然气,美锦能源,1.99,58710741000.0
工业,交通运输,韵达股份,-0.8,58228689000.0
基础材料,化工,杉杉股份,-1.99,57554891000.0
科技,硬件,高德红外,-2.37,57138694000.0
工业,农用和重型工程机械,中联重科,-0.14,56983413000.0
工业,企业集团,新奥股份,-0.45,56888612000.0
周期性消费,汽车和配件,世纪华通,-2.18,56715679000.0
科技,硬件,容百科技,-3.07,56684119000.0
工业,工业制品,锦浪科技,-3.96,56440371000.0
科技,硬件,生益科技,-1.22,55923825000.0
工业,工业制品,宏发股份,-0.88,55059247000.0
工业,工业制品,天华超净,-1.98,54873029000.0
科技,硬件,振华科技,-0.83,54745446000.0
工业,工业制品,晨光文具,-0.15,54709413000.0
通信服务,交互式媒体,三七互娱,-2.9,54205264000.0
基础材料,金属与开采,南山铝业,-0.22,53899803000.0
医疗保健,医疗器械,欧普康视,0.22,53778491000.0
科技,半导体,纳思达,-0.42,53747409000.0
基础材料,钢铁和焦煤,永兴材料,-0.7,53475260000.0
工业,建筑,四川路桥,7.56,53369277000.0
非周期性消费,酒精饮料,迎驾贡酒,-0.74,53316837000.0
房地产,房地产,绿地控股,0.24,53278264000.0
金融服务,资本市场,红塔证券,-0.35,53252408000.0
医疗保健,生物科技,华兰生物,1.04,52941731000.0
科技,硬件,深南电路,-1.82,52930666000.0
工业,工业制品,长远锂科,0.55,52865284000.0
工业,工业制品,中天科技,-2.92,52863777000.0
科技,硬件,法拉电子,-3.53,52829457000.0
医疗保健,医疗诊断和研究,金域医学,4.52,52812512000.0
基础材料,农业,藏格控股,0.19,52755590000.0
工业,交通运输,春秋航空,-0.96,52660039000.0
金融服务,资本市场,国投资本,-0.85,52622735000.0
周期性消费,旅游和娱乐,锦江Ｂ股,2.09,52482237000.0
基础材料,化工,永太科技,-1.27,52477658000.0
周期性消费,汽车和配件,玲珑轮胎,0.27,52231534000.0
工业,工业制品,坚朗五金,2.79,52043389000.0
工业,垃圾处理,格林美,-1.19,51806155000.0
科技,软件,汇顶科技,0.37,51750054000.0
能源,石油与天然气,中海油服,-0.78,51443512000.0
周期性消费,汽车和配件,北汽蓝谷,-2.85,51190482000.0
周期性消费,家具制造,苏泊尔,2.64,51043506000.0
医疗保健,生物科技,博腾股份,3.0,50748120000.0
周期性消费,旅游和娱乐,华侨城Ａ,-0.64,50688658000.0
公用事业,公共事业 - 独立发电商,川投能源,0.17,50626649000.0
公用事业,公共事业 - 独立发电商,浙能电力,0.27,50594567000.0
周期性消费,汽车和配件,光启技术,0.22,50557834000.0
基础材料,化工,新宙邦,-1.79,50523345000.0
工业,工业制品,中集集团,-0.3,50507713000.0
医疗保健,医药制造,同仁堂,7.43,50465987000.0
医疗保健,医药制造,健友股份,-0.48,50428533000.0
工业,交通运输,圆通速递,-0.19,50241307000.0
基础材料,化工,德方纳米,-0.53,50149609000.0
科技,硬件,晶晨股份,-0.39,50070235000.0
科技,硬件,领益智造,-0.98,50018722000.0
基础材料,化工,华峰化学,0.47,49811377000.0
金融服务,资本市场,浙商证券,-0.31,49291677000.0
工业,工业制品,杭可科技,0.36,49190297000.0
科技,硬件,安克创新,-9.68,49166115000.0
科技,硬件,浪潮信息,-2.56,49113948000.0
医疗保健,医疗诊断和研究,昭衍新药,2.46,49070910000.0
科技,硬件,视源股份,-0.08,48838161000.0
周期性消费,服饰加工,桐昆股份,0.6,48607843000.0
周期性消费,汽车和配件,一汽解放,-0.38,48552649000.0
工业,工业制品,中航高科,-1.81,48420812000.0
工业,工业制品,中航重机,0.4,48263240000.0
工业,工业制品,科达制造,-1.54,48233023000.0
工业,工业制品,大族激光,-1.45,47943133000.0
医疗保健,医药制造,普洛药业,-1.67,47941255000.0
科技,硬件,方大炭素,-0.16,47765172000.0
周期性消费,家具制造,德业股份,-6.48,47583817000.0
工业,建筑,北新建材,-0.78,47492065000.0
工业,工业制品,当升科技,-2.92,47393061000.0
工业,农用和重型工程机械,徐工机械,0.5,47315098000.0
房地产,房地产,金地集团,-0.48,47177226000.0
医疗保健,医药制造,九洲药业,1.92,47121457000.0
工业,商业服务,卫士通,-0.38,46901543000.0
基础材料,林业,盛新锂能,-0.53,46763843000.0
基础材料,化工,三棵树,-0.71,46460147000.0
医疗保健,医疗产品分销,上海医药,0.43,46261628000.0
基础材料,钢铁和焦煤,抚顺特钢,-0.64,46166557000.0
公用事业,公共事业 - 独立发电商,国电电力,0.78,45836848000.0
科技,软件,石基信息,2.75,45445823000.0
周期性消费,汽车和配件,天能股份,-2.86,45437396000.0
医疗保健,医药制造,白云山,2.34,45421780000.0
基础材料,化工,百润股份,-0.82,45386540000.0
工业,企业集团,中国宝安,-4.61,45248929000.0
基础材料,化工,华宝股份,-2.39,45313211000.0
科技,半导体,爱旭股份,0.32,45043546000.0
基础材料,化工,五矿稀土,-1.33,44934029000.0
非周期性消费,农副加工食品,安井食品,-2.9,44767247000.0
基础材料,钢铁和焦煤,太钢不锈,-3.24,44701403000.0
科技,半导体,华天科技,0.22,44638473000.0
公用事业,公共事业 - 管制,桂冠电力,0.0,44538861000.0
工业,建筑,旗滨集团,-2.46,44315819000.0
工业,建筑,招商公路,-0.28,44236129000.0
基础材料,化工,光威复材,0.21,43857788000.0
非周期性消费,农副加工食品,安琪酵母,-1.51,43723030000.0
周期性消费,家具制造,顾家家居,-0.58,43696854000.0
医疗保健,生物科技,上海莱士,0.46,43680305000.0
医疗保健,医疗器械,健帆生物,-0.39,43649727000.0
科技,硬件,和辉光电,0.32,43637823000.0
基础材料,化工,国瓷材料,0.44,43435518000.0
工业,工业制品,中控技术,-0.32,43314811000.0
医疗保健,生物科技,N诺唯赞,1.08,43198703000.0
工业,航空航天和国防,中直股份,-1.62,42995794000.0
科技,硬件,东山精密,-1.38,42745667000.0
科技,软件,国联股份,0.01,42740138000.0
基础材料,化工,君正集团,-0.59,42611988000.0
工业,工业制品,捷佳伟创,-0.57,42568912000.0
工业,工业制品,国网英大,10.07,42362459000.0
工业,商业服务,华测检测,0.0,42302450000.0
周期性消费,汽车和配件,赛轮轮胎,0.29,42215538000.0
基础材料,化工,兴发集团,-3.22,42122785000.0
基础材料,农业,云天化,-0.04,42114357000.0
科技,硬件,中科曙光,-0.21,42039013000.0
非周期性消费,农副加工食品,汤臣倍健,1.02,41911550000.0
工业,垃圾处理,伟明环保,0.03,41771804000.0
金融服务,银行,成都银行,-0.69,41612667000.0
科技,半导体,国科微,-20.0,41591326000.0
科技,硬件,鸿远电子,6.96,41545046000.0
科技,半导体,柏楚电子,-1.93,41352301000.0
基础材料,化工,浙江龙盛,0.16,41349925000.0
非周期性消费,酒精饮料,口子窖,0.61,41304297000.0
医疗保健,生物科技,天坛生物,1.48,41235693000.0
工业,农用和重型工程机械,浙江鼎力,-2.87,41233301000.0
科技,硬件,中国长城,-0.92,41143223000.0
工业,工业制品,中兵红箭,0.58,41094595000.0
能源,石油与天然气,广汇能源,-2.95,41038002000.0
工业,工业制品,新强联,-2.27,40948625000.0
基础材料,金属与开采,中金黄金,0.48,40765727000.0
工业,工业制品,思源电气,7.49,40585811000.0
科技,软件,朗新科技,7.55,40492797000.0
能源,石油与天然气,上海石化,-0.63,40459723000.0
金融服务,资本市场,长江证券,0.0,40368624000.0
科技,软件,寒武纪,5.65,40360747000.0
非周期性消费,农副加工食品,绝味食品,-2.42,40302169000.0
医疗保健,医疗器械,乐普医疗,1.54,40149623000.0
工业,建筑,宁沪高速,-0.24,40087435000.0
医疗保健,医疗器械,甘李药业,3.85,39829126000.0
周期性消费,汽车和配件,孚能科技,2.73,39629757000.0
工业,工业制品,中国动力,-0.98,39453110000.0
科技,硬件,科达利,0.26,39404805000.0
金融服务,资本市场,长城证券,-1.62,39384604000.0
能源,其他能源,永泰能源,-1.67,39325441000.0
基础材料,农业,扬农化工,-0.93,39194484000.0
工业,工业制品,怡合达,0.68,39188897000.0
基础材料,化工,石大胜华,-0.34,39060278000.0
工业,工业制品,西部超导,-0.19,38975157000.0
基础材料,钢铁和焦煤,首钢股份,-4.0,38962604000.0
金融服务,资本市场,东兴证券,-0.41,38919600000.0
医疗保健,医疗器械,奕瑞科技,3.82,38851966000.0
工业,农用和重型工程机械,天山铝业,-1.42,38842638000.0
非周期性消费,软饮料,养元饮品,-1.2,38710496000.0
科技,硬件,亨通光电,-1.26,38671395000.0
基础材料,化工,恒逸石化,0.1,38533018000.0
工业,工业制品,江特电机,-0.62,38494402000.0
基础材料,化工,多氟多,-4.82,38472919000.0
工业,工业制品,巨星科技,1.31,38408099000.0
能源,石油与天然气,杰瑞股份,0.08,38385008000.0
公用事业,公共事业 - 独立发电商,大唐发电,-0.77,38351299000.0
科技,半导体,芯原股份,-1.0,38340069000.0
科技,半导体,雅克科技,-0.62,38252636000.0
金融服务,资本市场,财达证券,-1.34,38226562000.0
基础材料,金属与开采,铜陵有色,1.11,38105174000.0
医疗保健,医疗器械,新产业,1.05,38060162000.0
科技,半导体,艾为电子,-0.15,38049555000.0
非周期性消费,农副加工食品,珀莱雅,-1.51,38040538000.0
公用事业,公共事业 - 管制,深圳能源,-0.86,37969665000.0
工业,航空航天和国防,中航电子,1.71,37947258000.0
金融服务,资本市场,中银证券,2.03,37866020000.0
科技,半导体,N安路,-2.46,37833290000.0
周期性消费,零售,豫园股份,-0.51,37819930000.0
医疗保健,生物科技,美迪西,-0.29,37802409000.0
基础材料,化工,纳微科技,0.62,37692433000.0
房地产,房地产,陆家Ｂ股,0.66,37682010000.0
金融服务,资产管理,财通证券,1.54,37538913000.0
通信服务,传媒,完美世界,-1.0,37433569000.0
周期性消费,零售,苏宁易购,-0.74,37426359000.0
周期性消费,旅游和娱乐,宋城演艺,-1.24,37365560000.0
医疗保健,医疗诊断和研究,华大基因,1.0,37222519000.0
科技,半导体,扬杰科技,-2.64,37217038000.0
工业,工业制品,东方电缆,-4.45,37177353000.0
工业,工业制品,金力永磁,-2.59,37159810000.0
基础材料,化工,巨化股份,5.42,37141732000.0
工业,航空航天和国防,航发控制,1.58,37139092000.0
非周期性消费,农副加工食品,大北农,-1.67,37103837000.0
科技,硬件,固德威,-2.4,37011951000.0
科技,硬件,天奈科技,-0.08,36837192000.0
基础材料,金属与开采,盛和资源,-1.35,36817376000.0
房地产,房地产,广宇发展,-2.34,36802944000.0
医疗保健,医疗器械,鱼跃医疗,2.19,36737224000.0
能源,石油与天然气,招商轮船,-1.54,36726721000.0
医疗保健,医疗器械,稳健医疗,2.43,36695139000.0
房地产,房地产,万业企业,-0.53,36663429000.0
基础材料,金属与开采,厦门钨业,4.55,36616273000.0
科技,软件,四维图新,1.61,36487239000.0
科技,硬件,派能科技,-2.03,36072137000.0
医疗保健,医药制造,贝达药业,-0.06,36033769000.0
工业,工业制品,浙富控股,-1.34,35976027000.0
科技,半导体,长川科技,-2.36,35752088000.0
金融服务,资本市场,南京证券,-0.72,35720839000.0
周期性消费,零售,永辉超市,-0.5,35666715000.0
基础材料,金属与开采,嘉元科技,-2.2,35586226000.0
基础材料,化工,川能动力,3.21,35534600000.0
工业,企业集团,物产中大,-1.7,35460393000.0
科技,硬件,火炬电子,0.74,35420347000.0
科技,硬件,睿创微纳,-1.74,35414885000.0
基础材料,金属与开采,云铝股份,-1.66,35346588000.0
基础材料,钢铁和焦煤,华菱钢铁,-1.17,35164266000.0
房地产,房地产,临港B股,-0.56,35162676000.0
医疗保健,医药制造,人福医药,0.42,34996668000.0
科技,硬件,航天电器,1.13,34949458000.0
金融服务,资本市场,西部证券,-0.89,34773003000.0
能源,其他能源,山西焦煤,-4.43,34768143000.0
基础材料,化工,星源材质,-1.62,34630136000.0
工业,交通运输,辽港股份,-0.59,34605295000.0
金融服务,资本市场,东吴证券,-1.11,34537091000.0
医疗保健,医疗机构和服务,益丰药房,-0.31,34443260000.0
科技,硬件,环旭电子,2.82,34377276000.0
周期性消费,汽车和配件,道通科技,-1.62,34269988000.0
科技,硬件,东阳光,-2.08,34204895000.0
金融服务,资本市场,中航产融,-0.52,34163270000.0
周期性消费,汽车和配件,科博达,1.57,34155054000.0
医疗保健,医疗器械,南微医学,-0.22,34014310000.0
工业,工业制品,日月股份,0.43,33981797000.0
基础材料,钢铁和焦煤,鞍钢股份,-1.6,33908513000.0
基础材料,化工,雅化集团,-0.34,33804813000.0
金融服务,资本市场,天风证券,-0.76,33710675000.0
房地产,房地产,*ST基础,-1.72,33642114000.0
工业,工业制品,天顺风能,2.12,33595272000.0
基础材料,化工,彤程新材,-1.94,33574938000.0
公用事业,公共事业 - 独立发电商,浙江新能,-1.2,33567880000.0
医疗保健,医疗诊断和研究,安图生物,1.73,33509079000.0
科技,半导体,华峰测控,0.11,33471765000.0
能源,其他能源,潞安环能,-2.37,33441057000.0
基础材料,建筑材料,华新Ｂ股,1.12,33393193000.0
科技,硬件,宏达电子,1.0,33323921000.0
医疗保健,生物科技,成大生物,1.28,33181820000.0
基础材料,化工,金发科技,-0.54,33174151000.0
周期性消费,服饰加工,鄂资Ｂ股,-2.27,33111123000.0
金融服务,资本市场,国元证券,-0.26,32859708000.0
工业,工业制品,美畅股份,-1.91,32754405000.0
金融服务,多元化金融服务,越秀金控,0.0,32704313000.0
基础材料,化工,昊华科技,1.71,32664512000.0
基础材料,金属与开采,攀钢钒钛,-2.83,32637040000.0
基础材料,金属与开采,宝钛股份,-0.43,32628683000.0
基础材料,化工,安迪苏,-1.85,32612438000.0
金融服务,资本市场,西南证券,0.41,32562132000.0
通信服务,传媒,万达电影,-1.68,32546671000.0
周期性消费,汽车和配件,力帆科技,-0.68,32538050000.0
周期性消费,零售,居然之家,0.2,32449312000.0
周期性消费,汽车和配件,均胜电子,2.31,32417060000.0
公用事业,公共事业 - 管制,华电国际,1.12,32311559000.0
工业,交通运输,东航物流,-0.54,32306567000.0
金融服务,资本市场,国金证券,-0.19,32300579000.0
科技,半导体,恒玄科技,3.78,32206506000.0
公用事业,公共事业 - 独立发电商,节能风电,-1.38,32136413000.0
基础材料,金属与开采,西藏珠峰,1.54,32078332000.0
医疗保健,医疗机构和服务,卫宁健康,-0.86,32042803000.0
科技,半导体,新洁能,-4.5,31929110000.0
医疗保健,医疗器械,信立泰,1.87,31925819000.0
周期性消费,汽车和配件,江淮汽车,-3.26,31894118000.0
科技,半导体,东方日升,-1.41,31870581000.0
基础材料,化工,圣泉集团,-5.3,31856995000.0
非周期性消费,农副加工食品,正邦科技,0.4,31841666000.0
