行业,行业细分,公司,涨跌幅,市值
周期性消费,汽车和配件,长安Ｂ,3.1,128524.86
科技,硬件,歌尔股份,1.9,125310.66
金融服务,资本市场,华泰证券,4.37,114592.16
工业,建筑,中国电建,5.82,120250.42
金融服务,资本市场,招商证券,5.85,112015.0
非周期性消费,农副加工食品,温氏股份,0.25,124305.37
基础材料,化工,宝丰能源,1.89,118287.1
科技,半导体,天合光能,-1.64,119867.58
金融服务,银行,南京银行,1.3,113775.22
科技,半导体,紫光国微,-1.02,119891.28
医疗保健,生物科技,万泰生物,1.84,112957.09
金融服务,资本市场,海通证券,4.18,114221.27
工业,建筑,东方雨虹,2.89,111619.49
工业,交通运输,中国国航,0.97,113699.43
科技,硬件,中兴通讯,4.04,107382.82
医疗保健,医疗器械,爱美客,-1.52,112219.44
工业,航空航天和国防,中航沈飞,-0.16,113025.42
周期性消费,服饰加工,东方盛虹,-2.68,117146.23
通信服务,通信,中国联通,2.31,106599.17
周期性消费,汽车和配件,福耀玻璃,0.28,106219.24
工业,工业制品,潍柴动力,-0.16,104863.63
工业,航空航天和国防,航发动力,1.43,107023.61
金融服务,资本市场,申万宏源,4.13,96386.06
非周期性消费,酒精饮料,古井贡Ｂ,1.19,102095.25
基础材料,建筑材料,天山股份,3.66,100062.53
工业,工业制品,特变电工,-0.58,101916.09
医疗保健,医药制造,云南白药,4.19,98319.07
金融服务,银行,江苏银行,1.62,103239.74
非周期性消费,酒精饮料,青岛啤酒,-0.76,101414.14
医疗保健,医药制造,复星医药,1.26,99396.76
工业,建筑,中国铁建,2.69,98260.68
基础材料,化工,璞泰来,-2.34,100284.16
基础材料,化工,天赐材料,-1.71,97392.14
工业,交通运输,大秦铁路,0.9,98270.33
基础材料,钢铁和焦煤,中信特钢,0.05,98419.3
非周期性消费,农副加工食品,双汇发展,-0.42,98223.15
房地产,房地产开发及服务,招商蛇口,5.48,92385.01
非周期性消费,农副加工食品,海大集团,-0.37,99005.2
金融服务,资本市场,国信证券,4.97,87761.48
基础材料,钢铁和焦煤,包钢股份,-0.92,96184.42
科技,半导体,福斯特,1.08,94193.51
金融服务,银行,北京银行,1.11,93451.99
公用事业,公共事业 - 独立发电商,华能国际,-0.49,94502.52
工业,工业制品,先导智能,-3.06,95451.71
科技,半导体,三安光电,2.87,90527.49
医疗保健,生物科技,百济神州,0.3,93628.54
金融服务,银行,上海银行,1.69,91064.62
工业,交通运输,南方航空,0.8,92746.25
科技,硬件,中航光电,-0.82,94932.4
医疗保健,生物科技,康龙化成,-0.13,62232.18
通信服务,传媒,分众传媒,2.89,89108.37
工业,交通运输,上海机场,0.52,90971.71
周期性消费,汽车和配件,小康股份,1.27,90204.82
科技,软件,金山办公,0.63,89046.76
工业,航空航天和国防,中国船舶,1.86,86675.67
科技,软件,科大讯飞,1.55,86141.52
周期性消费,服饰加工,华利集团,2.65,85552.77
科技,半导体,兆易创新,0.48,87698.5
金融服务,保险,新华保险,8.45,77617.44
工业,工业制品,公牛集团,2.24,83762.48
工业,航空航天和国防,中国重工,2.19,81631.29
金融服务,资本市场,东方证券,6.3,74641.17
科技,硬件,闻泰科技,3.85,80326.55
医疗保健,生物科技,贝泰妮,0.79,83025.6
金融服务,银行,杭州银行,2.54,80770.21
周期性消费,汽车和配件,德赛西威,-0.65,79126.55
金融服务,资本市场,光大证券,9.99,48512.62
金融服务,银行,华夏银行,1.95,81398.42
工业,航空航天和国防,中航西飞,1.94,77355.94
工业,工业制品,恒立液压,3.61,72643.28
公用事业,公共事业 - 独立发电商,国投电力,0.96,76107.18
基础材料,金属与开采,中国铝业,3.02,74138.85
科技,半导体,华润微,-0.15,77489.39
医疗保健,医疗诊断和研究,泰格医药,0.53,76440.13
科技,半导体,晶盛机电,0.69,77432.91
科技,硬件,传音控股,2.39,76160.64
基础材料,金属与开采,山东黄金,0.7,76976.45
工业,工业制品,三花智控,0.09,75484.91
周期性消费,汽车和配件,华域汽车,0.79,71882.11
能源,石油与天然气,广汇能源,-1.11,75637.5
工业,建筑,中国中冶,3.99,71082.01
周期性消费,家具制造,欧派家居,5.7,69991.56
科技,半导体,中微公司,0.66,74559.42
医疗保健,医药制造,长春高新,5.39,70227.07
工业,工业制品,国轩高科,0.09,73347.03
工业,交通运输,中国东航,0.87,73439.9
基础材料,化工,中伟股份,-1.91,76110.82
工业,工业制品,正泰电器,0.85,73443.1
周期性消费,汽车和配件,拓普集团,0.43,67974.23
医疗保健,医药制造,沃森生物,2.21,69748.46
医疗保健,医药制造,新和成,2.06,69359.96
工业,交通运输,圆通速递,-1.32,72639.14
科技,软件,宝信Ｂ,0.56,71511.89
医疗保健,医药制造,华东医药,-1.84,71864.68
科技,硬件,亿联网络,-0.01,68304.97
基础材料,化工,卫星化学,1.73,66088.82
科技,软件,用友网络,3.58,64329.38
医疗保健,医药制造,同仁堂,1.63,67544.91
科技,半导体,澜起科技,0.77,67119.83
非周期性消费,农副加工食品,新希望,0.0,66314.23
科技,硬件,鹏鼎控股,1.07,65433.38
科技,半导体,纳思达,0.63,65506.33
基础材料,建筑材料,中国巨石,0.3,65731.51
基础材料,化工,华熙生物,-0.58,66495.61
科技,半导体,迈为股份,2.82,64580.21
医疗保健,生物科技,凯莱英,1.08,65849.45
公用事业,公共事业 - 独立发电商,国电电力,-2.11,66705.22
基础材料,农业,华鲁恒升,3.97,62867.86
科技,半导体,沪硅产业,0.79,64851.91
能源,其他能源,山西焦煤,-1.17,66446.2
金融服务,多元化金融服务,中油资本,4.23,65359.55
周期性消费,非生活必需品零售商,芒果超媒,-0.57,64483.75
科技,半导体,TCL科技,8.2,58086.86
科技,半导体,士兰微,3.04,62377.96
金融服务,银行,沪农商行,1.53,64135.56
科技,硬件,振华科技,0.41,64093.13
科技,半导体,卓胜微,4.99,60429.98
工业,交通运输,宁波港,0.75,62755.45
科技,软件,恒生电子,3.37,60143.21
周期性消费,家具制造,科沃斯,1.04,62230.35
工业,建筑,中国化学,-0.68,61155.8
金融服务,银行,成都银行,-0.4,55267.45
工业,工业制品,中天科技,0.11,61603.74
科技,软件,广联达,0.81,61233.54
非周期性消费,酒精饮料,今世缘,3.46,59475.85
能源,石油与天然气,中海油服,-1.06,61149.43
基础材料,化工,德方纳米,-4.84,60270.55
基础材料,农业,云天化,-4.25,60933.3
非周期性消费,酒精饮料,重庆啤酒,2.53,58512.12
科技,半导体,爱旭股份,0.98,58911.0
医疗保健,医疗产品分销,上海医药,1.0,58809.81
科技,软件,三六零,2.56,58091.8
金融服务,资本市场,方正证券,3.88,51203.67
科技,半导体,圣邦股份,3.11,56209.51
金融服务,资本市场,中泰证券,4.51,50104.42
科技,半导体,斯达半导,1.84,56351.18
非周期性消费,酒精饮料,舍得酒业,2.75,55451.18
工业,工业制品,上海电气,0.73,55987.93
房地产,房地产开发及服务,新城控股,4.72,53420.63
非周期性消费,酒精饮料,东鹏饮料,-0.39,56405.41
非周期性消费,酒精饮料,酒鬼酒,4.92,53223.37
基础材料,钢铁和焦煤,永兴材料,0.41,56171.32
工业,工业制品,明阳智能,-1.48,56255.16
科技,硬件,三环集团,3.4,51285.47
工业,交通运输,*ST海航B,5.03,52756.46
基础材料,化工,杉杉股份,1.63,52950.72
工业,企业集团,新奥股份,5.9,51737.62
房地产,房地产开发及服务,金地集团,4.46,52324.03
科技,软件,中科创达,-2.68,50454.37
科技,硬件,紫光股份,6.96,49136.17
科技,硬件,蓝思科技,5.37,49287.19
能源,石油与天然气,美锦能源,-2.11,54147.04
基础材料,金属与开采,江西铜业,0.9,52558.0
科技,软件,同花顺,10.22,46593.79
基础材料,农业,藏格矿业,0.18,52154.36
公用事业,公共事业 - 独立发电商,川投能源,0.42,52477.32
周期性消费,汽车和配件,一汽解放,3.74,51009.1
工业,工业制品,锦浪科技,-0.58,56927.36
工业,建筑,四川路桥,1.01,54199.77
基础材料,林业,盛新锂能,-0.43,52327.71
工业,工业制品,金风科技,0.31,51069.92
金融服务,资本市场,兴业证券,7.29,41452.4
工业,工业制品,欣旺达,0.5,50674.86
能源,其他能源,潞安环能,-0.06,50734.3
科技,硬件,格科微,1.59,49702.87
金融服务,资本市场,浙商证券,7.35,37230.42
工业,建筑,北新建材,5.03,47779.28
工业,建筑,招商公路,2.26,48251.99
周期性消费,旅游和娱乐,锦江Ｂ股,3.41,47329.81
科技,硬件,视源股份,1.57,49551.31
工业,农用和重型工程机械,中联重科,1.64,47769.41
基础材料,化工,龙佰集团,1.11,48219.51
房地产,房地产开发及服务,绿地控股,2.65,47273.28
基础材料,化工,联泓新科,-1.68,47920.18
基础材料,化工,兴发集团,-4.45,50527.89
工业,航空航天和国防,中航机电,3.5,47627.95
非周期性消费,酒精饮料,迎驾贡酒,1.71,47472.0
能源,石油与天然气,招商轮船,-0.66,47674.11
公用事业,公共事业 - 管制,桂冠电力,-0.48,48397.8
通信服务,交互式媒体,三七互娱,1.71,46885.65
工业,工业制品,天华超净,7.51,44737.2
工业,商业服务,大华股份,3.52,45696.84
周期性消费,家具制造,德业股份,0.02,46262.36
医疗保健,医药制造,白云山,1.23,46418.29
金融服务,资本市场,华林证券,7.57,36990.0
工业,交通运输,韵达股份,0.12,47808.56
科技,硬件,深南电路,1.94,46246.42
公用事业,公共事业 - 独立发电商,浙能电力,-0.28,46514.36
科技,硬件,容百科技,1.93,46595.92
金融服务,资本市场,红塔证券,9.99,37309.79
周期性消费,汽车和配件,星宇股份,-0.17,43671.81
工业,工业制品,上机数控,-2.17,47682.9
周期性消费,旅游和娱乐,华侨城Ａ,2.9,44453.72
工业,工业制品,东方电气,0.06,45583.3
工业,工业制品,晨光文具,0.59,44956.25
科技,半导体,长电科技,6.55,42549.11
医疗保健,医疗机构和服务,通策医疗,0.59,45720.06
非周期性消费,农副加工食品,珀莱雅,0.22,45014.98
医疗保健,医药制造,康泰生物,2.35,43306.82
工业,工业制品,石头科技,-0.29,43910.45
基础材料,农业,扬农化工,-2.15,45775.17
金融服务,资本市场,国投资本,4.35,40929.18
周期性消费,家具制造,苏泊尔,2.92,43231.95
基础材料,化工,恒逸石化,0.33,43738.73
基础材料,金属与开采,南山铝业,0.54,43380.25
工业,工业制品,中集集团,1.09,43987.27
通信服务,通信,中国卫通,1.4,43000.0
科技,半导体,思瑞浦,3.47,41053.47
科技,硬件,北京君正,0.57,42233.68
科技,硬件,晶晨股份,4.02,41317.56
非周期性消费,农副加工食品,安井食品,0.19,41820.82
工业,交通运输,春秋航空,2.35,41341.63
工业,农用和重型工程机械,徐工机械,1.68,41126.76
科技,软件,国联股份,-0.88,42949.19
周期性消费,服饰加工,桐昆股份,0.23,41230.14
金融服务,资本市场,中银证券,4.88,36891.84
基础材料,化工,凯赛生物,0.61,42168.22
能源,石油与天然气,杰瑞股份,-1.57,42883.12
科技,硬件,深信服,1.19,40801.79
工业,工业制品,当升科技,-0.76,41568.52
工业,工业制品,江特电机,2.75,40115.71
医疗保健,生物科技,博腾股份,-0.75,41438.19
工业,工业分销,山煤国际,-0.14,40838.6
医疗保健,医药制造,华润三九,-0.05,40630.68
工业,工业制品,西部超导,-2.11,40989.19
医疗保健,医药制造,九洲药业,3.86,39089.82
科技,硬件,中科曙光,1.72,39490.93
周期性消费,家具制造,顾家家居,6.27,36877.64
非周期性消费,酒精饮料,水井坊,2.06,39645.47
基础材料,化工,华峰化学,0.25,40097.35
医疗保健,医疗诊断和研究,昭衍新药,-0.28,40271.42
基础材料,化工,中材科技,1.01,38764.65
科技,硬件,高德红外,2.95,38108.11
基础材料,化工,融捷股份,1.59,39714.26
科技,半导体,立昂微,2.32,39142.14
基础材料,化工,君正集团,2.16,38646.12
科技,硬件,横店东磁,-2.2,39577.9
工业,垃圾处理,格林美,0.24,39798.9
工业,建筑,宁沪高速,0.48,39412.98
工业,工业制品,中兵红箭,-1.83,38546.03
金融服务,资产管理,财通证券,4.42,35710.28
基础材料,金属与开采,云铝股份,2.15,37384.58
医疗保健,医疗器械,健帆生物,3.14,39461.32
医疗保健,医疗器械,欧普康视,-1.43,39442.81
周期性消费,汽车和配件,北汽蓝谷,1.78,34855.83
基础材料,化工,淮北矿业,1.21,38257.57
医疗保健,生物科技,上海莱士,1.75,38355.08
工业,工业制品,宏发股份,-0.08,39248.93
科技,硬件,法拉电子,-1.93,39638.25
工业,工业制品,东方电缆,-2.01,38800.9
能源,其他能源,永泰能源,-1.13,38658.91
工业,商业服务,建发股份,1.8,37252.93
周期性消费,非生活必需品零售商,豫园股份,3.22,36530.7
工业,航空航天和国防,中航电子,1.42,38390.75
房地产,房地产开发及服务,陆家Ｂ股,1.32,37492.59
科技,硬件,生益科技,3.1,36696.94
能源,其他能源,平煤股份,3.5,37413.89
工业,工业制品,中控技术,-1.84,38553.46
周期性消费,非生活必需品零售商,永辉超市,2.18,36753.9
工业,工业制品,中航重机,0.78,37896.85
非周期性消费,教育,中公教育,4.41,35647.57
基础材料,金属与开采,铜陵有色,1.41,37790.25
科技,硬件,和辉光电,0.74,37363.11
非周期性消费,农副加工食品,安琪酵母,4.26,35564.32
基础材料,金属与开采,中矿资源,0.59,37495.67
房地产,房地产开发及服务,*ST基础,2.17,36789.5
基础材料,化工,石英股份,-3.03,39199.82
科技,半导体,盛美上海,1.89,36488.17
工业,工业制品,禾迈股份,-5.1,37576.0
基础材料,化工,雅化集团,-0.09,36962.68
金融服务,资本市场,东吴证券,4.32,32248.32
基础材料,金属与开采,盛和资源,1.58,36704.19
基础材料,化工,鲁西化工,-1.37,37553.17
基础材料,钢铁和焦煤,首钢股份,3.95,34954.82
基础材料,化工,国瓷材料,-0.75,36388.12
医疗保健,生物科技,以岭药业,1.51,35669.56
基础材料,化工,和邦生物,-2.11,37797.75
公用事业,公共事业 - 独立发电商,大唐发电,0.83,35836.45
工业,交通运输,中远海发,1.59,35363.87
医疗保健,医药制造,健友股份,4.1,35067.64
医疗保健,生物科技,华兰生物,4.91,34352.82
基础材料,钢铁和焦煤,华菱钢铁,1.93,34957.68
工业,商业服务,华测检测,-1.26,37356.59
工业,工业制品,美畅股份,-2.39,37244.93
科技,硬件,浪潮信息,2.75,35281.82
工业,工业制品,长远锂科,0.0,35998.99
基础材料,化工,昊华科技,-1.62,36245.22
基础材料,金属与开采,中金黄金,0.67,35336.91
金融服务,资本市场,国金证券,5.99,29869.36
工业,建筑,浙江建投,4.2,35089.49
基础材料,化工,远兴能源,-0.3,35674.32
工业,交通运输,辽港股份,0.58,35062.84
工业,工业制品,中国动力,2.09,34462.88
工业,企业集团,中国宝安,1.31,35206.27
周期性消费,汽车和配件,世纪华通,1.69,34281.76
工业,工业制品,派能科技,-1.42,34836.92
周期性消费,汽车和配件,赛轮轮胎,-0.35,34402.93
非周期性消费,农副加工食品,汤臣倍健,1.37,33496.08
医疗保健,医疗诊断和研究,金域医学,2.0,34575.69
科技,软件,奇安信,3.79,33728.96
工业,垃圾处理,伟明环保,-0.26,35604.55
金融服务,资本市场,长江证券,3.59,30470.07
基础材料,化工,巨化股份,-0.46,33881.81
工业,航空航天和国防,航发控制,-0.56,34918.14
金融服务,多元化金融服务,越秀金控,9.95,30251.45
基础材料,化工,三棵树,0.72,34090.18
基础材料,化工,川能动力,2.16,33547.82
科技,硬件,科达利,2.18,34525.8
周期性消费,服饰加工,鄂资Ｂ股,-1.07,34726.96
周期性消费,汽车和配件,光启技术,2.74,33503.84
公用事业,公共事业 - 独立发电商,湖北能源,-2.04,36002.24
公用事业,公共事业 - 管制,华电国际,0.0,34630.32
医疗保健,医疗器械,新产业,2.87,32363.16
科技,硬件,中国长城,0.19,33677.34
科技,半导体,扬杰科技,2.33,33475.1
科技,硬件,领益智造,4.95,31466.46
工业,工业制品,中航高科,1.02,33405.32
基础材料,化工,新宙邦,-2.33,33974.52
基础材料,化工,浙江龙盛,1.54,33053.85
工业,商业服务,卫士通,9.99,31075.94
能源,其他能源,华阳股份,0.07,33621.9
周期性消费,汽车和配件,天能股份,-0.11,33887.41
房地产,房地产开发及服务,临港B股,0.73,33888.94
医疗保健,医药制造,*ST康美,1.24,33966.47
医疗保健,医疗机构和服务,益丰药房,0.49,33666.87
基础材料,化工,Zhongfu Shenying Carbon Fiber Co Ltd,-1.68,34677.0
金融服务,资本市场,永安期货,6.8,28063.11
非周期性消费,酒精饮料,口子窖,1.16,32712.0
金融服务,资本市场,财达证券,9.99,26998.4
科技,软件,四维图新,-0.7,32943.85
金融服务,资本市场,南京证券,5.44,27868.89
基础材料,金属与开采,天山铝业,2.41,33400.54
周期性消费,汽车和配件,玲珑轮胎,2.04,31480.88
基础材料,钢铁和焦煤,太钢不锈,0.69,32183.8
工业,建筑,伟星新材,3.05,31826.34
工业,工业制品,珠海冠宇,0.0,32287.01
科技,半导体,瑞芯微,5.93,33087.48
非周期性消费,农副加工食品,大北农,0.25,32840.37
工业,工业制品,大族激光,1.87,31951.83
基础材料,化工,梅花生物,-0.93,32845.37
金融服务,资本市场,长城证券,10.01,25230.69
工业,交通运输,东航物流,-5.88,34910.35
工业,工业制品,怡合达,-2.34,33104.83
金融服务,资本市场,中航产融,3.36,31130.71
能源,其他能源,神火股份,0.34,32571.78
医疗保健,生物科技,诺唯赞,-1.27,32608.82
金融服务,银行,N兰州银,10.0,26769.78
科技,硬件,天奈科技,-4.41,33947.26
科技,半导体,Suzhou Novosense Microelectronics Co Ltd,2.2,31521.86
基础材料,钢铁和焦煤,鞍钢股份,1.42,32294.86
金融服务,银行,长沙银行,0.5,30604.02
基础材料,化工,五矿稀土,-1.46,32310.48
医疗保健,生物科技,天坛生物,1.59,32022.43
周期性消费,旅游和娱乐,宋城演艺,0.65,32448.35
工业,工业制品,科达制造,1.0,31857.64
基础材料,建筑材料,华新Ｂ股,4.01,29721.05
基础材料,金属与开采,厦门钨业,-0.04,31546.53
基础材料,林业,太阳纸业,1.27,30873.68
科技,硬件,东山精密,0.75,31461.56
医疗保健,医疗器械,乐普医疗,3.13,30461.46
基础材料,化工,纳微科技,0.0,31691.56
工业,工业制品,国网英大,2.95,29564.31
科技,硬件,沪电股份,-1.41,32148.37
能源,其他能源,电投能源,0.0,31609.88
工业,工业制品,杭氧股份,-0.31,31343.88
基础材料,化工,多氟多,-1.31,30543.91
工业,工业制品,捷佳伟创,-2.34,33118.61
工业,建筑,旗滨集团,7.8,28394.28
金融服务,资本市场,西部证券,5.19,27309.14
科技,软件,石基信息,4.24,29895.17
周期性消费,汽车和配件,江淮汽车,8.03,31995.74
公用事业,公共事业 - 管制,深圳能源,1.69,31160.9
基础材料,化工,星源材质,-0.4,31570.13
基础材料,钢铁和焦煤,抚顺特钢,1.53,31040.85
能源,其他能源,冀中能源,-1.01,31413.23
基础材料,金属与开采,金钼股份,7.56,28168.26
基础材料,金属与开采,西部矿业,0.93,30788.36
医疗保健,医药制造,华海药业,4.39,30467.47
科技,半导体,柏楚电子,2.92,29985.09
科技,硬件,航天电器,0.81,30391.74
周期性消费,服饰加工,雅戈尔,0.3,30226.74
科技,硬件,亨通光电,0.62,30378.03
非周期性消费,农副加工食品,飞科电器,-0.56,29969.28
金融服务,资本市场,天风证券,5.69,26083.93
科技,硬件,环旭电子,4.23,28580.38
周期性消费,汽车和配件,伯特利,-1.1,30217.92
工业,工业制品,坚朗五金,10.0,27253.73
能源,其他能源,晋控煤业,2.31,29657.96
金融服务,资本市场,东兴证券,3.77,26279.78
基础材料,金属与开采,攀钢钒钛,0.0,29164.26
医疗保健,医疗器械,信立泰,3.75,28985.23
金融服务,资本市场,国元证券,5.5,27099.06
基础材料,化工,坤彩科技,-0.31,30462.12
非周期性消费,农副加工食品,涪陵榨菜,4.05,28723.71
房地产,房地产开发及服务,小商品城,0.55,29323.4
科技,硬件,鸿远电子,2.32,29069.09
医疗保健,医疗器械,奕瑞科技,-0.49,29678.59
医疗保健,医疗器械,九安医疗,0.99,29508.07
非周期性消费,农副加工食品,绝味食品,1.65,28991.48
能源,石油与天然气,石化油服,-1.46,29680.16
基础材料,金属与开采,锡业股份,1.97,28586.14
科技,软件,朗新科技,3.34,28299.31
基础材料,金属与开采,银泰黄金,0.67,29016.75
周期性消费,非生活必需品零售商,居然之家,0.45,28923.63
基础材料,金属与开采,驰宏锌锗,-1.21,28969.45
基础材料,化工,百润股份,2.02,27683.31
基础材料,化工,光威复材,1.63,28602.55
基础材料,化工,石大胜华,2.29,28358.99
科技,硬件,固德威,8.59,28195.2
能源,石油与天然气,上海石化,-0.58,29041.14
科技,半导体,翱捷科技,0.36,28657.79
科技,硬件,Yuneng Technology Co Ltd,-4.11,28760.8
科技,半导体,华天科技,2.97,27462.43
非周期性消费,农副加工食品,洽洽食品,2.87,27129.69
基础材料,农业,亚钾国际,-1.35,28686.63
工业,交通运输,白云机场,0.92,27761.61
能源,石油与天然气,海油发展,-1.06,28157.34
基础材料,农业,安道麦B,-2.13,28153.25
基础材料,钢铁和焦煤,马钢股份,2.04,27815.55
基础材料,建筑材料,冀东水泥,1.23,26927.7
金融服务,资本市场,西南证券,4.4,25052.06
金融服务,多元化金融服务,第一创业,5.41,23155.22
工业,交通运输,招港B,2.51,28229.79
公用事业,公共事业 - 管制,申能股份,0.7,27458.29
工业,工业制品,杭可科技,-0.99,27942.77
基础材料,化工,永太科技,-1.85,28260.5
周期性消费,非生活必需品零售商,迪阿股份,-0.7,28008.7
工业,建筑,上海建工,0.97,27692.68
非周期性消费,农副加工食品,北大荒,0.51,27589.59
医疗保健,医药制造,丽珠集团,-1.08,27855.11
医疗保健,医疗诊断和研究,华大基因,1.93,26685.06
工业,工业制品,新强联,-2.48,27257.03
科技,硬件,方大炭素,2.11,27364.93
科技,半导体,景嘉微,2.56,27712.37
医疗保健,医疗器械,稳健医疗,0.73,27252.86
通信服务,传媒,万达电影,0.49,27125.62
基础材料,化工,振华新材,-6.25,27484.11
非周期性消费,软饮料,养元饮品,0.65,26917.05
公用事业,公共事业 - 独立发电商,浙江新能,-0.08,27456.0
基础材料,化工,安迪苏,0.59,27087.2
非周期性消费,农副加工食品,上海家化,4.99,27198.97
基础材料,金属与开采,赤峰黄金,0.61,26872.17
工业,企业集团,物产中大,1.56,26239.96
周期性消费,家具制造,老板电器,2.39,25747.02
医疗保健,医药制造,科伦药业,0.16,26769.44
医疗保健,医疗诊断和研究,安图生物,3.11,26593.31
工业,交通运输,广州港,0.93,26940.33
基础材料,金属与开采,西藏矿业,4.79,26374.29
科技,硬件,东阳光,4.71,25316.74
公用事业,公共事业 - 管制,东方能源,1.01,26055.75
科技,软件,中国软件,-3.06,26914.56
工业,工业制品,思源电气,-1.19,26566.36
基础材料,农业,新安股份,-4.84,27177.11
基础材料,金属与开采,西藏珠峰,1.61,24939.65
公用事业,公共事业 - 独立发电商,江苏国信,-3.02,26333.22
科技,半导体,长川科技,4.29,25659.8
周期性消费,汽车和配件,孚能科技,-0.96,26263.53
工业,工业制品,金力永磁,-1.41,26512.52
周期性消费,非生活必需品零售商,王府井,2.95,25726.83
医疗保健,医药制造,人福医药,1.57,25279.95
周期性消费,汽车和配件,爱玛科技,-0.31,26415.68
公用事业,公共事业 - 管制,重庆水务,0.92,25632.0
工业,交通运输,吉祥航空,1.68,25540.21
工业,建筑,山东高速,0.0,26028.41
