行业,行业细分,公司,涨跌幅,市值
科技,半导体,韦尔股份,-1.7,110469.41
科技,硬件,中兴通讯,-0.61,109659.96
金融服务,银行,江苏银行,0.41,100876.71
金融服务,资本市场,招商证券,0.08,105297.66
金融服务,资本市场,海通证券,-0.53,107950.86
科技,半导体,三安光电,0.21,107638.57
非周期性消费,农副加工食品,海大集团,0.89,103988.68
基础材料,化工,宝丰能源,0.37,103620.38
基础材料,钢铁和焦煤,中信特钢,-0.4,99782.03
科技,半导体,晶盛机电,-0.51,108811.3
科技,硬件,中航光电,1.94,97936.79
金融服务,资本市场,申万宏源,0.96,97506.94
医疗保健,医药制造,复星医药,0.27,99024.44
周期性消费,汽车和配件,福耀玻璃,-0.23,95897.18
工业,交通运输,大秦铁路,1.86,96337.69
工业,交通运输,南方航空,-1.4,99847.0
周期性消费,汽车和配件,小康股份,4.66,92522.3
工业,工业制品,潍柴动力,-0.26,97878.55
工业,建筑,中国铁建,1.35,91639.64
医疗保健,医药制造,云南白药,0.1,98822.07
工业,工业制品,特变电工,-0.04,95717.53
工业,工业制品,三花智控,0.27,111324.76
非周期性消费,农副加工食品,双汇发展,-0.71,92887.57
基础材料,钢铁和焦煤,包钢股份,0.0,92081.77
工业,工业制品,公牛集团,2.09,86571.96
基础材料,化工,天赐材料,-0.17,110480.41
周期性消费,家具制造,德业股份,2.45,86924.12
医疗保健,医疗诊断和研究,泰格医药,0.36,84092.14
金融服务,资本市场,国信证券,0.43,88049.85
科技,软件,金山办公,6.98,84980.07
基础材料,化工,璞泰来,0.11,91257.19
金融服务,银行,北京银行,0.48,87743.39
科技,软件,科大讯飞,0.45,93554.29
通信服务,传媒,分众传媒,-0.99,83764.76
工业,航空航天和国防,中国重工,0.26,88927.94
工业,工业制品,锦浪科技,1.11,95430.67
周期性消费,汽车和配件,拓普集团,-1.58,89265.77
公用事业,公共事业 - 独立发电商,国投电力,2.96,81697.81
能源,石油与天然气,广汇能源,2.85,91395.31
工业,工业制品,先导智能,-1.02,93919.23
科技,半导体,福斯特,-1.25,86417.29
基础材料,建筑材料,天山股份,0.82,94171.41
金融服务,银行,上海银行,0.85,83819.27
金融服务,银行,杭州银行,-0.63,81185.46
周期性消费,汽车和配件,德赛西威,-3.92,87844.35
周期性消费,家具制造,欧派家居,1.81,79494.33
工业,工业制品,中天科技,5.35,79794.76
金融服务,银行,华夏银行,0.78,78628.72
科技,硬件,闻泰科技,-1.1,88390.57
公用事业,公共事业 - 独立发电商,国电电力,2.07,67418.64
科技,半导体,迈为股份,-2.35,87811.78
工业,交通运输,中国东航,-1.43,78410.54
医疗保健,生物科技,贝泰妮,-0.67,79170.84
工业,建筑,东方雨虹,1.94,89194.81
金融服务,保险,新华保险,0.66,75200.31
工业,航空航天和国防,中航西飞,-1.22,85911.06
科技,半导体,兆易创新,-1.68,76418.31
科技,半导体,中微公司,-0.79,86268.07
医疗保健,生物科技,康龙化成,-1.75,74790.54
基础材料,金属与开采,山东黄金,-0.17,74432.99
医疗保健,医药制造,华东医药,-0.02,73282.02
非周期性消费,农副加工食品,新希望,0.89,71045.34
医疗保健,医药制造,长春高新,-0.54,89868.14
科技,软件,用友网络,2.49,68917.79
医疗保健,医药制造,沃森生物,0.62,69573.86
医疗保健,医药制造,新和成,0.58,62158.15
周期性消费,服饰加工,华利集团,-1.06,70276.74
基础材料,金属与开采,中国铝业,0.0,69560.6
科技,半导体,华润微,-0.9,74334.37
基础材料,化工,华熙生物,-0.72,70430.89
科技,硬件,鹏鼎控股,-0.78,68799.06
工业,交通运输,圆通速递,0.82,68516.77
科技,软件,宝信软件,1.84,66238.33
金融服务,资本市场,东方证券,-0.35,70812.4
科技,半导体,斯达半导,-0.07,71625.68
工业,工业制品,正泰电器,-1.14,73679.59
工业,建筑,中国中冶,0.31,66730.05
科技,软件,恒生电子,4.04,63308.22
工业,工业制品,派能科技,-0.98,73332.82
金融服务,资本市场,光大证券,-0.31,67846.22
科技,半导体,纳思达,3.98,62914.96
工业,工业制品,恒立液压,1.96,67878.72
科技,硬件,亿联网络,0.57,67592.15
科技,半导体,澜起科技,2.4,62974.64
工业,工业制品,明阳智能,3.28,70139.29
医疗保健,医药制造,同仁堂,-1.86,64733.4
基础材料,农业,华鲁恒升,-0.14,62570.71
工业,农用和重型工程机械,徐工机械,0.38,61338.56
医疗保健,生物科技,凯莱英,0.55,59953.44
工业,交通运输,宁波港,-0.51,61648.93
工业,企业集团,新奥股份,-3.55,65288.82
金融服务,多元化金融服务,中油资本,-0.41,62704.71
工业,工业制品,国轩高科,-0.12,63523.62
非周期性消费,酒精饮料,东鹏饮料,-0.45,59613.49
科技,硬件,振华科技,3.17,61305.57
科技,软件,广联达,1.57,58014.76
公用事业,公共事业 - 独立发电商,川投能源,0.83,57297.46
周期性消费,汽车和配件,华域汽车,-0.48,58861.36
工业,工业制品,上海电气,0.0,58833.26
科技,半导体,TCL科技,-0.24,64961.88
医疗保健,医疗产品分销,上海医药,1.33,55151.45
能源,石油与天然气,招商轮船,-4.81,54809.01
基础材料,建筑材料,中国巨石,0.21,57364.95
工业,工业制品,东方电气,-1.32,56964.49
金融服务,资本市场,方正证券,-0.58,57542.39
基础材料,化工,中伟股份,-0.19,61631.23
工业,工业制品,禾迈股份,4.09,65217.6
能源,石油与天然气,中海油服,0.89,54709.32
金融服务,银行,成都银行,0.13,56423.37
基础材料,化工,德方纳米,1.09,59755.03
科技,半导体,圣邦股份,-1.67,57011.63
科技,半导体,士兰微,-0.1,63893.16
基础材料,钢铁和焦煤,永兴材料,0.07,58326.64
非周期性消费,酒精饮料,今世缘,-4.0,57619.18
科技,半导体,沪硅产业,-1.17,56135.59
基础材料,化工,杉杉股份,-0.2,60528.11
非周期性消费,酒精饮料,舍得酒业,-0.75,55235.35
非周期性消费,酒精饮料,重庆啤酒,0.22,51663.93
科技,硬件,蓝思科技,0.09,56100.86
金融服务,银行,沪农商行,0.0,54298.22
工业,工业制品,上机数控,3.54,59123.76
科技,硬件,传音控股,-1.64,56244.37
基础材料,化工,联泓新科,-2.75,76741.74
能源,其他能源,山西焦煤,2.57,53460.11
金融服务,资本市场,兴业证券,0.16,43662.3
房地产,房地产开发及服务,金地集团,1.72,52640.04
基础材料,化工,卫星化学,1.23,53814.49
科技,半导体,卓胜微,-1.61,54922.4
周期性消费,旅游和娱乐,锦江酒店,-2.98,57610.76
工业,建筑,中国化学,0.93,52663.64
工业,建筑,四川路桥,2.62,49683.12
工业,工业制品,金风科技,0.62,52693.77
科技,软件,三六零,0.41,53804.59
科技,软件,C华大九,-1.44,60814.91
周期性消费,非生活必需品零售商,芒果超媒,0.72,52155.7
工业,交通运输,韵达股份,6.77,48969.66
科技,硬件,昱能科技,1.48,55840.0
金融服务,资本市场,中泰证券,-0.4,50522.54
工业,工业制品,东方电缆,4.09,53614.29
科技,硬件,三环集团,-1.51,53125.31
公用事业,公共事业 - 独立发电商,大唐发电,5.3,46336.03
科技,软件,中科创达,-3.96,54057.16
工业,交通运输,ST海航,-0.66,50490.75
公用事业,公共事业 - 管制,桂冠电力,2.59,50604.87
科技,硬件,紫光股份,0.52,49793.99
公用事业,公共事业 - 管制,华电国际,0.37,49396.48
科技,软件,国联股份,0.26,50523.77
能源,其他能源,潞安环能,3.78,50853.96
能源,石油与天然气,美锦能源,1.41,48467.58
基础材料,金属与开采,攀钢钒钛,-0.7,53596.85
工业,工业制品,西部超导,2.26,52525.38
科技,硬件,视源股份,2.47,49110.93
基础材料,化工,石英股份,1.35,47919.8
房地产,房地产开发及服务,新城控股,2.21,47064.35
基础材料,农业,云天化,-1.4,49293.73
公用事业,公共事业 - 独立发电商,浙能电力,0.0,49642.52
非周期性消费,酒精饮料,酒鬼酒,-1.48,48745.85
周期性消费,家具制造,科沃斯,1.07,53103.75
工业,建筑,招商公路,1.19,47078.12
科技,硬件,高德红外,0.56,45269.8
基础材料,农业,藏格矿业,-5.21,49467.62
工业,工业制品,三一重能,1.35,51402.0
工业,农用和重型工程机械,中联重科,1.21,46137.74
通信服务,通信,中国卫通,2.21,43360.0
能源,其他能源,华阳股份,2.94,45214.0
工业,工业制品,欣旺达,-1.5,52504.04
工业,建筑,北新建材,4.03,46410.78
科技,硬件,容百科技,-1.54,56570.07
工业,工业制品,捷佳伟创,-0.71,51056.98
基础材料,金属与开采,江西铜业,0.24,46236.02
科技,软件,同花顺,0.08,45061.63
非周期性消费,农副加工食品,珀莱雅,1.5,45001.26
科技,半导体,盛美上海,-0.27,45267.7
基础材料,林业,盛新锂能,-1.3,50666.24
非周期性消费,农副加工食品,安井食品,-0.37,43589.39
通信服务,交互式媒体,三七互娱,0.1,43137.46
房地产,房地产开发及服务,绿地控股,3.22,44270.79
工业,商业服务,大华股份,0.61,44435.81
工业,工业制品,天华超净,-2.53,49730.21
周期性消费,旅游和娱乐,华侨城A,1.5,44945.83
工业,交通运输,春秋航空,-1.26,45859.8
科技,半导体,长电科技,0.65,45022.69
科技,硬件,东山精密,-0.31,46388.7
科技,硬件,深南电路,0.41,43758.95
基础材料,金属与开采,中矿资源,0.24,43401.97
工业,工业制品,中航重机,0.17,48202.91
科技,硬件,亨通光电,8.56,38102.46
工业,垃圾处理,伟明环保,-0.12,45489.63
基础材料,化工,兴发集团,0.03,42968.16
工业,航空航天和国防,中航机电,-0.72,44558.94
金融服务,资本市场,国投资本,1.22,41121.95
科技,硬件,格科微,0.89,42206.21
医疗保健,医药制造,白云山,0.66,41903.04
工业,垃圾处理,格林美,-0.96,46348.07
基础材料,化工,巨化股份,-0.7,43843.88
金融服务,资本市场,浙商证券,-1.19,42039.35
非周期性消费,酒精饮料,迎驾贡酒,-2.32,42560.0
工业,工业制品,中兵红箭,-1.77,41916.03
基础材料,化工,龙佰集团,-1.19,42283.62
科技,硬件,深信服,3.39,40236.6
科技,硬件,法拉电子,3.52,40050.0
工业,工业制品,晨光股份,0.27,39255.61
非周期性消费,农副加工食品,安琪酵母,-2.51,40946.14
基础材料,化工,凯赛生物,1.18,41918.29
房地产,房地产开发及服务,ST基础,-1.92,41245.37
科技,硬件,中科曙光,6.12,38664.61
基础材料,金属与开采,南山铝业,0.0,42543.71
金融服务,资本市场,华林证券,3.02,38718.0
科技,半导体,爱旭股份,-0.17,79701.93
周期性消费,汽车和配件,星宇股份,0.25,41892.03
周期性消费,家具制造,顾家家居,0.85,38579.59
金融服务,资本市场,红塔证券,-0.47,41036.05
周期性消费,汽车和配件,光启技术,0.83,39084.22
工业,工业制品,当升科技,-0.95,44485.96
医疗保健,生物科技,上海莱士,0.0,38826.94
科技,硬件,北京君正,0.15,39695.81
工业,工业制品,宏发股份,-0.24,40643.39
工业,工业制品,中控技术,-0.94,39775.65
基础材料,化工,光威复材,-0.71,38855.52
工业,工业制品,鹏辉能源,3.05,40985.79
科技,半导体,天岳先进,-4.83,43834.82
基础材料,化工,中材科技,-0.52,38781.44
科技,硬件,领益智造,-0.18,41105.86
医疗保健,医药制造,华润三九,-1.01,40532.07
科技,硬件,国博电子,-3.79,43593.09
能源,石油与天然气,杰瑞股份,-1.08,41827.79
工业,商业服务,建发股份,9.37,35296.03
医疗保健,医药制造,康泰生物,2.11,37603.7
医疗保健,医疗机构和服务,益丰药房,0.32,38704.32
医疗保健,医疗器械,欧普康视,0.68,38710.42
医疗保健,医疗器械,健帆生物,1.62,37963.09
能源,其他能源,永泰能源,0.0,38436.73
周期性消费,汽车和配件,一汽解放,0.0,40211.55
科技,半导体,思瑞浦,-3.46,39161.51
工业,企业集团,中国宝安,-0.41,38688.21
能源,其他能源,神火股份,4.6,39459.79
基础材料,化工,中复神鹰,-2.01,39276.0
工业,工业制品,普丽盛,-0.54,38789.49
科技,硬件,固德威,-2.24,48048.0
周期性消费,家具制造,苏泊尔,1.11,36575.44
医疗保健,生物科技,华兰生物,3.95,36031.24
基础材料,化工,淮北矿业,1.96,37414.02
工业,工业制品,江特电机,-1.22,39723.26
基础材料,化工,华峰化学,-0.13,38410.09
医疗保健,医疗器械,奕瑞科技,0.98,36853.57
科技,半导体,长川科技,5.26,36259.72
医疗保健,医疗机构和服务,通策医疗,-0.83,37319.29
科技,硬件,生益科技,0.13,36907.11
金融服务,资本市场,长城证券,-1.4,36874.66
医疗保健,医疗诊断和研究,昭衍新药,-3.18,39783.75
基础材料,化工,君正集团,0.46,36705.38
周期性消费,汽车和配件,天能股份,-2.95,47457.92
能源,其他能源,山煤国际,7.61,35604.91
医疗保健,生物科技,天坛生物,0.0,33961.35
基础材料,化工,三棵树,4.15,35151.73
基础材料,金属与开采,厦门钨业,1.46,36667.17
工业,建筑,宁沪高速,0.26,36240.54
科技,硬件,环旭电子,-1.02,36585.35
科技,半导体,奥特维,-3.13,39399.92
基础材料,农业,扬农化工,2.47,36375.93
工业,商业服务,华测检测,-2.41,36165.54
医疗保健,医药制造,以岭药业,0.89,35686.27
工业,工业制品,中集集团,-1.11,38517.42
非周期性消费,酒精饮料,水井坊,0.58,34326.92
科技,硬件,和辉光电,0.0,36251.94
房地产,房地产开发及服务,陆家嘴,0.8,35450.82
周期性消费,汽车和配件,伯特利,1.18,39566.97
非周期性消费,农副加工食品,大北农,-0.46,30976.79
基础材料,金属与开采,中金黄金,-0.14,35094.54
科技,半导体,立昂微,-1.48,42059.36
基础材料,金属与开采,云铝股份,1.19,33916.62
工业,航空航天和国防,中航电子,-1.13,35903.35
医疗保健,医疗器械,乐普医疗,3.22,33836.06
工业,航空航天和国防,航发控制,0.04,39416.07
科技,半导体,华海清科,0.98,35392.01
医疗保健,医药制造,九洲药业,2.78,34540.05
周期性消费,汽车和配件,赛轮轮胎,0.79,34923.73
周期性消费,服饰加工,桐昆股份,2.1,35178.23
科技,硬件,晶晨股份,-0.86,37744.93
金融服务,资产管理,财通证券,-0.4,35199.48
基础材料,金属与开采,天山铝业,-1.7,37912.87
工业,工业制品,科达制造,-1.65,36961.53
工业,工业制品,杭氧股份,-0.76,34422.21
基础材料,化工,昊华科技,-0.37,37556.45
科技,硬件,横店东磁,-0.42,38390.4
工业,工业制品,中国动力,0.13,34527.7
科技,半导体,瑞芯微,0.37,35684.27
科技,软件,奇安信,1.39,33954.05
工业,交通运输,辽港股份,-0.6,34829.18
金融服务,资本市场,中银证券,-1.6,35419.5
工业,工业制品,厦钨新能,2.02,34160.6
科技,硬件,浪潮信息,0.43,35158.3
工业,工业制品,珠海冠宇,-1.84,41519.88
科技,半导体,拓荆科技,4.18,35224.34
金融服务,资本市场,东吴证券,-0.73,34151.17
基础材料,化工,恒逸石化,2.1,33069.85
工业,建筑,伟星新材,1.87,33195.56
基础材料,化工,和邦生物,1.33,34795.12
周期性消费,汽车和配件,世纪华通,-1.53,34132.71
工业,交通运输,吉祥航空,-3.76,33874.28
周期性消费,汽车和配件,江淮汽车,-1.42,37696.01
周期性消费,汽车和配件,玲珑轮胎,-0.62,35352.95
周期性消费,汽车和配件,北汽蓝谷,-0.64,35456.05
科技,硬件,航天电器,-0.41,34338.96
周期性消费,服饰加工,鄂尔多斯,2.73,32020.95
工业,工业制品,帝尔激光,-4.05,37163.88
基础材料,化工,雅化集团,-0.46,32709.72
医疗保健,生物科技,博腾股份,-1.62,33305.79
基础材料,林业,太阳纸业,1.25,32700.91
工业,工业制品,中航高科,0.39,33210.29
周期性消费,旅游和娱乐,宋城演艺,-1.97,32945.14
科技,半导体,纳芯微,-2.05,34362.77
金融服务,多元化金融服务,越秀金控,0.0,32761.87
周期性消费,汽车和配件,孚能科技,-2.48,35792.49
基础材料,钢铁和焦煤,首钢股份,0.24,32843.45
基础材料,化工,纳微科技,2.66,32245.68
工业,工业制品,坚朗五金,4.91,30256.92
基础材料,化工,梅花生物,0.86,32067.59
基础材料,金属与开采,银泰黄金,0.87,32515.42
基础材料,金属与开采,赤峰黄金,-0.98,32096.85
科技,半导体,龙芯中科,8.34,33210.82
基础材料,钢铁和焦煤,抚顺特钢,-3.85,34156.77
公用事业,公共事业 - 独立发电商,湖北能源,-1.02,34425.49
金融服务,资本市场,国金证券,-0.58,32550.9
医疗保健,生物科技,大参林,0.93,31282.94
工业,航空航天和国防,中无人机,0.4,32163.75
科技,半导体,翱捷科技,1.43,29364.72
工业,工业制品,长远锂科,0.79,34185.54
工业,交通运输,中远海发,-1.39,33470.79
非周期性消费,农副加工食品,飞科电器,-1.31,32587.24
金融服务,资本市场,国元证券,-0.68,31244.65
能源,其他能源,平煤股份,4.43,34311.5
工业,工业制品,美畅股份,-0.62,33164.03
金融服务,资本市场,长江证券,0.35,30248.87
房地产,房地产开发及服务,上海临港,1.11,30858.58
工业,工业制品,大族激光,0.3,31494.62
基础材料,化工,国瓷材料,-1.29,33677.84
工业,交通运输,白云机场,-1.85,31974.36
房地产,房地产开发及服务,滨江集团,8.62,28469.71
基础材料,化工,多氟多,0.81,31598.47
工业,工业制品,国网英大,-1.08,31451.4
公用事业,公共事业 - 独立发电商,太阳能,-0.87,32837.51
基础材料,化工,融捷股份,0.47,31342.98
科技,软件,四维图新,0.23,32595.67
基础材料,化工,新宙邦,0.0,33759.21
非周期性消费,农副加工食品,汤臣倍健,-1.55,31591.74
基础材料,化工,远兴能源,1.06,33501.27
基础材料,农业,亚钾国际,-0.09,31641.12
基础材料,化工,浙江龙盛,0.21,32110.39
周期性消费,非生活必需品零售商,豫园股份,-0.37,30973.18
基础材料,钢铁和焦煤,华菱钢铁,0.9,30881.59
金融服务,资本市场,南京证券,-1.06,30965.43
医疗保健,医疗诊断和研究,金域医学,0.03,31091.57
周期性消费,非生活必需品零售商,永辉超市,0.29,31218.13
工业,工业制品,思源电气,-1.27,35820.16
基础材料,建筑材料,华新水泥,3.28,29858.26
科技,半导体,华天科技,0.1,31147.59
医疗保健,医药制造,科伦药业,0.51,30987.85
科技,硬件,东阳光,-0.59,34087.18
基础材料,金属与开采,铜陵有色,0.0,30526.95
工业,工业制品,石头科技,1.96,31706.28
医疗保健,医药制造,人福医药,-0.11,33069.71
医疗保健,医药制造,华海药业,2.86,29565.65
工业,建筑,旗滨集团,-0.26,30108.79
非周期性消费,酒精饮料,口子窖,-0.16,31416.0
基础材料,金属与开采,盛和资源,-0.4,35494.74
公用事业,公共事业 - 管制,深圳能源,-0.94,31874.51
工业,工业制品,双良节能,0.31,29855.75
科技,半导体,扬杰科技,-0.83,33449.48
医疗保健,医疗器械,稳健医疗,-0.01,30515.53
科技,硬件,中国长城,1.98,30419.29
周期性消费,服饰加工,雅戈尔,0.0,29763.85
工业,工业制品,金力永磁,-0.16,30665.18
公用事业,公共事业 - 管制,申能股份,0.67,27654.78
金融服务,资本市场,中航产融,-1.78,30149.51
能源,其他能源,晋控煤业,6.51,29591.02
周期性消费,汽车和配件,爱玛科技,0.76,33114.21
科技,半导体,雅克科技,-0.77,35694.58
基础材料,化工,川能动力,-2.26,30035.11
医疗保健,生物科技,诺唯赞,1.86,28564.71
科技,半导体,柏楚电子,-2.63,29395.22
基础材料,化工,星源材质,-1.26,29522.87
工业,交通运输,招商港口,1.21,28519.25
医疗保健,医药制造,ST康美,0.48,28698.21
金融服务,资本市场,西部证券,-0.62,29096.98
医疗保健,医药制造,健友股份,-0.89,28832.44
能源,石油与天然气,石化油服,1.05,29088.65
基础材料,化工,菲利华,0.28,30709.41
通信服务,传媒,完美世界,-0.14,29836.71
工业,商业服务,卫士通,0.62,30316.22
基础材料,化工,安迪苏,-0.09,28669.53
非周期性消费,教育,中公教育,1.09,28185.02
科技,软件,朗新科技,0.37,28279.83
工业,交通运输,东航物流,0.11,29084.02
医疗保健,医疗器械,信立泰,-0.12,28349.79
基础材料,钢铁和焦煤,太钢不锈,0.41,28033.28
科技,硬件,移远通信,0.7,28179.12
医疗保健,医疗器械,新产业,-0.5,27915.35
非周期性消费,农副加工食品,绝味食品,-1.74,27857.03
基础材料,化工,金发科技,0.47,28721.63
非周期性消费,农副加工食品,圣农发展,-0.13,27753.05
科技,软件,石基信息,1.3,26725.11
科技,硬件,天奈科技,-1.96,28568.84
医疗保健,生物科技,美迪西,-1.37,28509.42
能源,其他能源,电投能源,2.58,27420.86
基础材料,农业,润丰股份,0.07,27474.39
基础材料,金属与开采,驰宏锌锗,-0.18,27645.71
公用事业,公共事业 - 独立发电商,上海电力,-0.71,27998.43
通信服务,传媒,光线传媒,1.19,27047.87
医疗保健,医疗器械,鱼跃医疗,0.37,28019.23
科技,半导体,景嘉微,8.97,27627.22
科技,硬件,Shenzhen Longsys Electronics Co Ltd,0.39,27310.97
医疗保健,医疗诊断和研究,安图生物,1.26,27062.33
金融服务,银行,长沙银行,-0.29,27990.01
基础材料,金属与开采,鼎胜新材,-0.99,30537.2
公用事业,公共事业 - 独立发电商,浙江新能,-1.2,29660.8
科技,软件,寒武纪,15.25,23199.15
周期性消费,包装和容器,裕同科技,-0.95,27422.23
工业,工业制品,大金重工,6.46,29172.2
科技,硬件,鸿远电子,-1.35,31590.68
房地产,房地产开发及服务,广宇发展,-1.95,27714.31
非周期性消费,农副加工食品,涪陵榨菜,0.03,26886.31
基础材料,化工,坤彩科技,-0.47,27204.84
能源,石油与天然气,海油发展,0.76,26734.22
金融服务,资本市场,永安期货,-0.38,27248.0
能源,石油与天然气,上海石化,0.0,27174.61
周期性消费,非生活必需品零售商,居然之家,-0.96,26964.92
非周期性消费,农副加工食品,北大荒,2.11,26096.34
房地产,房地产开发及服务,小商品城,-0.82,26852.33
科技,硬件,科达利,1.42,28100.39
金融服务,资本市场,东兴证券,-1.32,26829.3
工业,工业制品,怡合达,-0.63,27911.08
公用事业,公共事业 - 管制,电投产融,-0.4,28155.28
基础材料,化工,鲁西化工,0.0,27067.43
非周期性消费,酒精饮料,燕京啤酒,2.3,25846.01
房地产,房地产开发及服务,中炬高新,-2.35,27244.69
基础材料,化工,金博股份,-0.21,26466.54
