行业,行业细分,公司,涨跌幅,市值
科技,半导体,天合光能,0.01,170839660000.0
金融服务,资本市场,广发证券,0.0,169128716000.0
金融服务,银行,光大银行,0.0,165814739000.0
基础材料,化工,天齐锂业,-5.82,164829520000.0
科技,半导体,三安光电,-1.85,161793808000.0
金融服务,银行,民生银行,0.0,158230509000.0
周期性消费,服饰加工,恒力石化,0.0,157253489000.0
基础材料,钢铁和焦煤,宝钢股份,0.86,156324249000.0
基础材料,化工,合盛硅业,-0.48,151801080000.0
公用事业,公共事业 - 独立发电商,华能国际,9.89,150073773000.0
医疗保健,生物科技,万泰生物,0.64,148906912000.0
科技,硬件,中兴通讯,2.35,147125488000.0
基础材料,金属与开采,华友钴业,-1.02,146522994000.0
金融服务,资本市场,招商证券,0.62,146086187000.0
金融服务,资本市场,华泰证券,1.23,145194513000.0
工业,工业制品,潍柴动力,0.06,143479136000.0
金融服务,资本市场,国泰君安,0.06,142824147000.0
科技,半导体,晶澳科技,-0.83,142018421000.0
基础材料,钢铁和焦煤,包钢股份,4.08,139490200000.0
周期性消费,汽车和配件,广汽集团,-0.73,139235518000.0
工业,航空航天和国防,中航沈飞,-1.05,138022369000.0
科技,半导体,紫光国微,-0.32,136703953000.0
金融服务,资本市场,海通证券,0.17,136456246000.0
科技,半导体,中环股份,0.55,134892387000.0
工业,工业制品,先导智能,2.03,132990668000.0
医疗保健,医疗器械,爱美客,-0.09,130769968000.0
基础材料,化工,宝丰能源,-4.27,130020474000.0
医疗保健,生物科技,康龙化成,-1.05,129600218000.0
公用事业,公共事业 - 独立发电商,中国核电,2.64,129448952000.0
工业,建筑,中国中铁,1.99,129024385000.0
工业,工业制品,大全能源,-0.69,128031750000.0
科技,半导体,福斯特,0.68,127980520000.0
工业,交通运输,上港集团,1.29,127799951000.0
科技,软件,科大讯飞,0.41,125332527000.0
工业,建筑,中国电建,7.25,124534145000.0
医疗保健,医药制造,长春高新,1.43,124464325000.0
能源,其他能源,陕西煤业,0.87,123417350000.0
科技,硬件,传音控股,0.44,123372220000.0
非周期性消费,酒精饮料,古井贡Ｂ,-0.62,122499387000.0
通信服务,通信,中国联通,0.25,122106089000.0
基础材料,建筑材料,天山股份,3.25,122059543000.0
医疗保健,医药制造,复星医药,-1.08,121334047000.0
科技,硬件,蓝思科技,-1.34,121104238000.0
金融服务,资本市场,申万宏源,0.19,120963583000.0
公用事业,公共事业 - 独立发电商,华能水电,1.21,120420000000.0
科技,半导体,卓胜微,-1.63,119761445000.0
工业,工业制品,正泰电器,0.8,119194533000.0
医疗保健,医药制造,云南白药,-0.73,118155852000.0
工业,建筑,东方雨虹,2.77,118052202000.0
基础材料,化工,天赐材料,-1.01,118039672000.0
科技,软件,金山办公,-1.11,117794720000.0
基础材料,化工,璞泰来,-0.21,117707531000.0
科技,软件,用友网络,0.0,117608311000.0
周期性消费,服饰加工,东方盛虹,-0.38,115360973000.0
工业,航空航天和国防,中国船舶,1.18,115075592000.0
周期性消费,汽车和配件,长安Ｂ,-0.4,114882202000.0
科技,半导体,兆易创新,-0.52,114527640000.0
医疗保健,生物科技,凯莱英,-1.85,114085202000.0
非周期性消费,农副加工食品,温氏股份,1.07,113441927000.0
周期性消费,汽车和配件,福耀玻璃,1.45,113334357000.0
非周期性消费,农副加工食品,海大集团,-0.73,113243280000.0
医疗保健,医疗诊断和研究,泰格医药,-3.32,112886981000.0
工业,工业制品,恒立液压,-1.07,112717837000.0
通信服务,传媒,分众传媒,-1.52,112504736000.0
非周期性消费,酒精饮料,青岛啤酒,-1.8,109570992000.0
金融服务,资本市场,国信证券,0.45,108140690000.0
非周期性消费,农副加工食品,双汇发展,-2.05,105742171000.0
科技,硬件,中航光电,-0.84,104252884000.0
周期性消费,服饰加工,华利集团,-2.11,103014299000.0
周期性消费,汽车和配件,小康股份,2.44,102810625000.0
金融服务,资本市场,东方证券,-0.74,102104244000.0
工业,航空航天和国防,中航西飞,-0.65,101996705000.0
金融服务,银行,上海银行,0.14,101861503000.0
医疗保健,医药制造,沃森生物,3.01,100832191000.0
工业,交通运输,中国国航,-0.85,100427041000.0
房地产,房地产开发及服务,招商蛇口,1.45,100154379000.0
基础材料,化工,中伟股份,-1.56,99211136000.0
工业,工业制品,国轩高科,-0.45,99149998000.0
金融服务,保险,新华保险,-0.53,99064052000.0
工业,工业制品,公牛集团,-0.42,98713211000.0
基础材料,钢铁和焦煤,中信特钢,-0.1,98015370000.0
工业,航空航天和国防,中国重工,0.23,97592711000.0
工业,建筑,中国铁建,1.19,96444109000.0
周期性消费,非生活必需品零售商,芒果超媒,2.4,95930564000.0
能源,其他能源,兖州煤业,8.69,94776658000.0
科技,硬件,鹏鼎控股,0.05,93996543000.0
科技,半导体,晶盛机电,-1.03,93742886000.0
金融服务,银行,北京银行,0.0,93663420000.0
工业,交通运输,大秦铁路,-0.16,93661450000.0
工业,交通运输,南方航空,-1.28,93119838000.0
基础材料,金属与开采,中国铝业,-0.49,92128290000.0
科技,软件,恒生电子,-0.93,91800613000.0
工业,工业制品,特变电工,7.26,91775160000.0
科技,半导体,TCL科技,1.09,91202241000.0
科技,半导体,华润微,-1.87,90571503000.0
金融服务,银行,南京银行,-0.66,90563504000.0
科技,半导体,中微公司,-1.7,89971695000.0
科技,硬件,深信服,-0.82,89341963000.0
医疗保健,生物科技,贝泰妮,-1.88,88943292000.0
科技,软件,三六零,0.08,87459246000.0
金融服务,银行,江苏银行,-0.17,87140797000.0
周期性消费,汽车和配件,华域汽车,1.4,86889074000.0
工业,交通运输,上海机场,-1.18,86828747000.0
科技,半导体,士兰微,-0.91,86621114000.0
金融服务,银行,华夏银行,0.36,86168454000.0
周期性消费,家具制造,科沃斯,-1.44,85986628000.0
科技,半导体,澜起科技,3.93,85811272000.0
工业,工业制品,三花智控,-0.04,84752949000.0
非周期性消费,酒精饮料,舍得酒业,-1.88,84113580000.0
工业,建筑,中国中冶,1.02,82480006000.0
周期性消费,家具制造,欧派家居,-0.62,82418258000.0
科技,硬件,三环集团,-2.07,82220638000.0
基础材料,化工,华熙生物,-1.71,81960000000.0
科技,软件,宝信Ｂ,-0.32,81698936000.0
公用事业,公共事业 - 独立发电商,国投电力,3.89,81623269000.0
金融服务,银行,杭州银行,-1.23,81125142000.0
科技,软件,广联达,-0.51,78769070000.0
工业,商业服务,大华股份,-1.88,78187438000.0
工业,工业制品,欣旺达,-0.72,78057974000.0
医疗保健,医药制造,康泰生物,0.02,77559123000.0
科技,硬件,格科微,-1.18,77515480000.0
基础材料,金属与开采,山东黄金,-0.58,77155003000.0
基础材料,化工,凯赛生物,0.53,76865324000.0
工业,交通运输,中国东航,0.64,76671507000.0
周期性消费,汽车和配件,德赛西威,0.04,76592888000.0
非周期性消费,酒精饮料,酒鬼酒,-1.81,76247660000.0
科技,半导体,圣邦股份,-0.64,76139695000.0
非周期性消费,酒精饮料,重庆啤酒,-2.36,75751172000.0
非周期性消费,酒精饮料,东鹏饮料,-1.73,75721893000.0
科技,半导体,迈为股份,-0.41,75503047000.0
科技,硬件,亿联网络,-2.25,75378283000.0
工业,工业制品,金风科技,1.71,74905193000.0
工业,建筑,中国化学,2.87,74535541000.0
金融服务,资本市场,中泰证券,0.09,74006805000.0
非周期性消费,酒精饮料,今世缘,-3.95,73501155000.0
科技,半导体,思瑞浦,-0.49,73000000000.0
能源,其他能源,中煤能源,1.28,72925940000.0
科技,软件,同花顺,1.92,72734892000.0
医疗保健,医药制造,新和成,-1.27,71988781000.0
基础材料,化工,中国巨石,-0.44,71776242000.0
基础材料,化工,龙佰集团,-0.54,70705851000.0
科技,半导体,斯达半导,-1.75,70119092000.0
基础材料,农业,藏格控股,-1.39,68667187000.0
科技,硬件,紫光股份,0.21,68355910000.0
科技,软件,奇安信,-0.75,67791695000.0
科技,半导体,沪硅产业,-1.34,67686296000.0
基础材料,农业,华鲁恒升,-3.06,67560151000.0
金融服务,资本市场,兴业证券,0.5,67167617000.0
能源,石油与天然气,美锦能源,2.89,67001785000.0
科技,硬件,北京君正,-0.73,66152836000.0
房地产,房地产开发及服务,新城控股,0.14,66122491000.0
工业,航空航天和国防,中航机电,0.12,66080869000.0
基础材料,化工,卫星化学,-0.47,66050103000.0
非周期性消费,酒精饮料,水井坊,-1.56,66008028000.0
医疗保健,医疗机构和服务,通策医疗,-1.23,65936410000.0
金融服务,银行,沪农商行,0.15,65582222000.0
工业,工业制品,东方电气,4.71,65019213000.0
金融服务,资本市场,方正证券,0.25,64868959000.0
工业,工业制品,锦浪科技,0.42,64596267000.0
非周期性消费,农副加工食品,新希望,-0.07,64469573000.0
科技,软件,中科创达,-1.44,63836030000.0
工业,交通运输,*ST海航B,2.13,63716226000.0
基础材料,化工,中材科技,-0.34,63366005000.0
医疗保健,医药制造,华东医药,-1.31,63343105000.0
科技,半导体,立昂微,-1.39,62983483000.0
金融服务,多元化金融服务,中油资本,-0.2,62831388000.0
工业,交通运输,宁波港,0.51,62597373000.0
金融服务,资本市场,光大证券,0.67,62545398000.0
基础材料,金属与开采,江西铜业,0.0,61960547000.0
非周期性消费,教育,中公教育,-1.39,61241417000.0
科技,硬件,高德红外,1.45,60634726000.0
周期性消费,汽车和配件,星宇股份,-1.87,60272644000.0
科技,半导体,纳思达,-1.02,59774213000.0
工业,交通运输,韵达股份,2.7,59680869000.0
工业,农用和重型工程机械,中联重科,0.27,59270317000.0
科技,半导体,瑞芯微,-3.37,58898997000.0
科技,硬件,振华科技,-0.77,58785141000.0
工业,交通运输,圆通速递,0.35,58583724000.0
周期性消费,汽车和配件,世纪华通,0.51,58502572000.0
非周期性消费,酒精饮料,迎驾贡酒,-3.75,58088000000.0
工业,建筑,四川路桥,0.58,57878214000.0
工业,工业制品,中天科技,1.59,57796775000.0
工业,工业制品,珠海冠宇,-0.27,57405357000.0
工业,工业制品,晨光文具,-0.24,57381065000.0
基础材料,化工,杉杉股份,-2.67,57295929000.0
工业,工业制品,坚朗五金,-2.83,57178336000.0
通信服务,通信,中国卫通,0.0,57080000000.0
科技,半导体,长电科技,0.31,57070264000.0
工业,工业制品,宏发股份,1.72,56795516000.0
工业,工业制品,明阳智能,1.06,55755311000.0
周期性消费,汽车和配件,拓普集团,-0.36,55432943000.0
通信服务,交互式媒体,三七互娱,-3.4,55422919000.0
科技,半导体,盛美上海,-3.58,55139792000.0
工业,工业制品,大族激光,-0.04,54847536000.0
基础材料,化工,德方纳米,-0.36,54768232000.0
基础材料,金属与开采,南山铝业,-0.43,54733205000.0
公用事业,公共事业 - 独立发电商,浙能电力,3.08,54674773000.0
科技,硬件,容百科技,-1.84,54667689000.0
基础材料,化工,联泓新科,1.06,54651868000.0
金融服务,资本市场,红塔证券,0.52,54290227000.0
工业,工业制品,上机数控,0.18,54046121000.0
工业,工业制品,石头科技,1.57,53910559000.0
房地产,房地产开发及服务,绿地控股,1.45,53661561000.0
科技,硬件,生益科技,-1.28,53590777000.0
工业,工业制品,天华超净,-2.56,53561041000.0
基础材料,林业,盛新锂能,-2.45,53536659000.0
公用事业,公共事业 - 独立发电商,国电电力,4.17,53506857000.0
科技,硬件,深南电路,-0.58,53187410000.0
公用事业,公共事业 - 独立发电商,川投能源,2.12,53050072000.0
科技,硬件,领益智造,0.13,52916867000.0
金融服务,资本市场,国投资本,0.24,52880215000.0
工业,建筑,北新建材,-1.63,52817319000.0
医疗保健,生物科技,华兰生物,-1.16,52797173000.0
科技,半导体,爱旭股份,1.41,52598383000.0
医疗保健,医疗器械,欧普康视,-1.38,52442334000.0
周期性消费,家具制造,苏泊尔,1.74,52402366000.0
金融服务,资本市场,浙商证券,2.51,52277716000.0
周期性消费,汽车和配件,玲珑轮胎,0.24,52058451000.0
科技,硬件,浪潮信息,1.71,51955999000.0
基础材料,钢铁和焦煤,永兴材料,-2.38,51760092000.0
工业,垃圾处理,格林美,-0.37,51422865000.0
工业,工业制品,中航重机,-0.22,51362030000.0
医疗保健,生物科技,博腾股份,-2.66,51355690000.0
周期性消费,旅游和娱乐,锦江Ｂ股,-2.0,51355415000.0
周期性消费,旅游和娱乐,华侨城Ａ,-0.32,51343230000.0
周期性消费,汽车和配件,北汽蓝谷,-0.66,51276229000.0
科技,硬件,视源股份,-1.26,51212438000.0
医疗保健,医药制造,同仁堂,-0.98,51128411000.0
周期性消费,服饰加工,桐昆股份,-1.03,51115733000.0
工业,企业集团,新奥股份,-2.34,51083073000.0
能源,石油与天然气,中海油服,0.43,50880871000.0
科技,硬件,晶晨股份,0.0,50777432000.0
科技,硬件,法拉电子,1.67,50625000000.0
房地产,房地产开发及服务,广宇发展,2.94,50464442000.0
公用事业,公共事业 - 管制,桂冠电力,1.59,50447217000.0
基础材料,化工,华峰化学,-0.18,50273684000.0
非周期性消费,酒精饮料,口子窖,-0.41,50088000000.0
医疗保健,医药制造,健友股份,-0.82,50085833000.0
科技,半导体,景嘉微,1.13,49955043000.0
工业,工业制品,中集集团,0.37,49787803000.0
周期性消费,汽车和配件,光启技术,-1.79,49512429000.0
基础材料,化工,永太科技,0.34,49403306000.0
工业,工业制品,中航高科,-1.87,49077120000.0
非周期性消费,农副加工食品,安琪酵母,-3.37,49013866000.0
基础材料,化工,百润股份,-2.18,48721365000.0
工业,工业制品,当升科技,0.43,48720115000.0
周期性消费,汽车和配件,一汽解放,-0.48,48599111000.0
科技,软件,汇顶科技,-0.64,48591435000.0
医疗保健,医药制造,九洲药业,-2.22,48457095000.0
基础材料,钢铁和焦煤,抚顺特钢,4.29,48415055000.0
工业,农用和重型工程机械,徐工机械,-0.49,48177061000.0
工业,工业制品,长远锂科,0.9,47767149000.0
医疗保健,医疗诊断和研究,金域医学,-1.74,47722592000.0
基础材料,化工,新宙邦,-0.09,47504086000.0
房地产,房地产开发及服务,金地集团,0.19,47493420000.0
工业,工业制品,杭可科技,-2.89,47439663000.0
工业,建筑,旗滨集团,-1.12,47438592000.0
工业,交通运输,春秋航空,-2.34,47417781000.0
工业,商业服务,卫士通,2.9,47410407000.0
非周期性消费,农副加工食品,安井食品,-2.89,46763268000.0
科技,硬件,东山精密,3.62,46419803000.0
医疗保健,医疗产品分销,上海医药,0.76,46417065000.0
工业,垃圾处理,伟明环保,-1.63,46379998000.0
基础材料,化工,君正集团,-0.54,46324716000.0
周期性消费,家具制造,德业股份,-2.79,46204678000.0
公用事业,公共事业 - 管制,华电国际,10.09,45782098000.0
工业,建筑,招商公路,0.95,45781277000.0
基础材料,化工,三棵树,-3.72,45774798000.0
基础材料,化工,五矿稀土,0.45,45689498000.0
工业,工业制品,思源电气,7.63,45682878000.0
基础材料,化工,兴发集团,1.56,45491774000.0
医疗保健,医药制造,白云山,0.0,45424874000.0
科技,硬件,方大炭素,0.43,44796272000.0
工业,工业制品,科达制造,-4.17,44717783000.0
科技,硬件,安克创新,-0.36,44666482000.0
公用事业,公共事业 - 独立发电商,大唐发电,4.91,44563623000.0
周期性消费,家具制造,顾家家居,0.21,44327518000.0
能源,石油与天然气,广汇能源,-0.3,44318848000.0
非周期性消费,农副加工食品,汤臣倍健,-0.54,44089097000.0
基础材料,化工,光威复材,0.48,43986855000.0
工业,工业制品,国网英大,4.63,43917586000.0
周期性消费,汽车和配件,赛轮轮胎,0.28,43624023000.0
医疗保健,生物科技,上海莱士,0.31,43612690000.0
医疗保健,医疗诊断和研究,昭衍新药,-3.45,43611047000.0
周期性消费,汽车和配件,天能股份,1.42,43598685000.0
基础材料,钢铁和焦煤,首钢股份,-1.07,43254690000.0
基础材料,化工,国瓷材料,-0.72,43153447000.0
工业,航空航天和国防,中直股份,-0.95,43120220000.0
能源,其他能源,永泰能源,1.05,42880285000.0
科技,软件,石基信息,-2.73,42737376000.0
医疗保健,医疗器械,健帆生物,-0.15,42731695000.0
工业,工业制品,捷佳伟创,4.95,42729207000.0
金融服务,资本市场,财达证券,1.78,42671750000.0
通信服务,传媒,完美世界,-2.06,42562110000.0
基础材料,农业,云天化,-0.6,42443850000.0
科技,硬件,和辉光电,0.0,42394974000.0
科技,半导体,华天科技,-0.68,42299197000.0
工业,企业集团,中国宝安,-0.91,42273317000.0
科技,硬件,中科曙光,0.66,42153899000.0
科技,半导体,芯原股份,-2.55,41930894000.0
金融服务,资本市场,长城证券,0.59,41926638000.0
工业,工业制品,中国动力,-0.26,41744379000.0
金融服务,银行,成都银行,0.09,41721503000.0
医疗保健,生物科技,诺唯赞,-1.76,41693043000.0
非周期性消费,农副加工食品,绝味食品,-1.92,41626007000.0
科技,硬件,固德威,4.24,41509600000.0
医疗保健,医药制造,普洛药业,-2.41,41471389000.0
科技,软件,朗新科技,4.26,41273898000.0
非周期性消费,农副加工食品,珀莱雅,0.0,41106538000.0
科技,硬件,鸿远电子,-0.61,41056491000.0
金融服务,资本市场,长江证券,0.68,41032217000.0
科技,硬件,中国长城,-0.14,40936107000.0
工业,商业服务,华测检测,-0.16,40930654000.0
基础材料,农业,扬农化工,-0.19,40909754000.0
医疗保健,医疗器械,甘李药业,-1.32,40706033000.0
基础材料,化工,浙江龙盛,0.08,40699181000.0
工业,工业制品,怡合达,-3.89,40660974000.0
工业,工业制品,西部超导,1.51,40627913000.0
基础材料,钢铁和焦煤,太钢不锈,0.56,40556642000.0
公用事业,公共事业 - 管制,深圳能源,3.65,40531228000.0
工业,建筑,宁沪高速,-0.12,40208385000.0
基础材料,化工,石大胜华,-0.4,40152935000.0
工业,农用和重型工程机械,浙江鼎力,-2.12,39916623000.0
周期性消费,汽车和配件,孚能科技,-2.13,39914565000.0
科技,软件,国联股份,1.87,39902749000.0
基础材料,金属与开采,中金黄金,-0.48,39844910000.0
科技,半导体,柏楚电子,-1.77,39821231000.0
金融服务,资产管理,财通证券,1.65,39802156000.0
科技,半导体,雅克科技,5.29,39782543000.0
医疗保健,生物科技,天坛生物,-1.06,39712210000.0
非周期性消费,农副加工食品,大北农,-0.83,39425003000.0
医疗保健,医疗器械,乐普医疗,-0.37,39177456000.0
金融服务,资本市场,中银证券,0.79,39058680000.0
科技,软件,寒武纪,-1.73,38885719000.0
工业,工业制品,天顺风能,6.2,38877886000.0
周期性消费,非生活必需品零售商,豫园股份,-1.58,38855936000.0
医疗保健,医疗器械,奕瑞科技,-0.3,38848635000.0
公用事业,公共事业 - 独立发电商,上海电力,7.15,38838716000.0
工业,航空航天和国防,航发控制,-0.84,38758473000.0
工业,农用和重型工程机械,天山铝业,-0.48,38749983000.0
工业,工业制品,中控技术,-1.16,38701599000.0
基础材料,化工,川能动力,-0.75,38543388000.0
科技,硬件,科达利,1.99,38439527000.0
工业,工业制品,新强联,-0.25,38345272000.0
基础材料,化工,恒逸石化,-0.76,38312341000.0
医疗保健,医疗诊断和研究,华大基因,-0.86,38245684000.0
能源,石油与天然气,杰瑞股份,-1.97,38198838000.0
金融服务,资本市场,东兴证券,0.43,38142857000.0
工业,航空航天和国防,中航电子,-0.15,37850846000.0
基础材料,化工,昊华科技,2.88,37826300000.0
房地产,房地产开发及服务,陆家Ｂ股,0.66,37748047000.0
周期性消费,非生活必需品零售商,苏宁易购,0.75,37612560000.0
科技,硬件,亨通光电,0.38,37157300000.0
医疗保健,医疗器械,新产业,-2.4,37146240000.0
金融服务,资本市场,南京证券,0.2,37121655000.0
工业,工业制品,中兵红箭,-0.75,37042172000.0
基础材料,金属与开采,铜陵有色,-0.57,36948133000.0
医疗保健,医疗机构和服务,益丰药房,-1.63,36930163000.0
公用事业,公共事业 - 独立发电商,浙江新能,5.04,36878400000.0
房地产,房地产开发及服务,临港B股,1.7,36778194000.0
金融服务,资本市场,华林证券,-1.74,36666000000.0
工业,工业制品,巨星科技,0.03,36578594000.0
基础材料,金属与开采,盛和资源,-0.67,36560130000.0
非周期性消费,软饮料,养元饮品,-1.5,36471525000.0
工业,工业制品,东方电缆,3.68,36421405000.0
科技,软件,四维图新,-0.39,36377969000.0
工业,工业制品,江特电机,1.14,36344736000.0
基础材料,化工,多氟多,0.04,36182323000.0
科技,硬件,宏达电子,-2.29,36086943000.0
工业,工业制品,浙富控股,1.05,36085029000.0
科技,硬件,横店东磁,1.28,36064206000.0
基础材料,钢铁和焦煤,华菱钢铁,0.77,36063062000.0
金融服务,资本市场,西部证券,0.12,36024718000.0
周期性消费,旅游和娱乐,宋城演艺,-0.36,35821308000.0
医疗保健,医疗器械,鱼跃医疗,-0.53,35788426000.0
科技,半导体,扬杰科技,-2.03,35622575000.0
工业,交通运输,辽港股份,0.58,35586686000.0
周期性消费,汽车和配件,道通科技,1.5,35541000000.0
科技,半导体,长川科技,-1.24,35540573000.0
周期性消费,非生活必需品零售商,永辉超市,-0.26,35483395000.0
科技,硬件,环旭电子,-1.35,35464758000.0
基础材料,化工,纳微科技,-1.01,35452930000.0
科技,硬件,火炬电子,-0.54,35450368000.0
基础材料,金属与开采,云铝股份,-1.05,35380016000.0
基础材料,化工,华塑股份,10.05,35319537000.0
房地产,房地产开发及服务,*ST基础,-0.11,35168332000.0
科技,半导体,恒玄科技,4.84,35100000000.0
基础材料,化工,融捷股份,-2.5,35099869000.0
能源,石油与天然气,上海石化,-0.97,35014661000.0
科技,半导体,艾为电子,0.07,34976200000.0
科技,硬件,睿创微纳,-1.19,34954750000.0
金融服务,资本市场,中航产融,0.77,34877101000.0
工业,工业制品,日月股份,-0.17,34872056000.0
公用事业,公共事业 - 独立发电商,节能风电,2.66,34790582000.0
金融服务,资本市场,天风证券,0.5,34749687000.0
基础材料,化工,巨化股份,-1.68,34745732000.0
周期性消费,包装和容器,双星新材,0.54,34688219000.0
基础材料,钢铁和焦煤,鞍钢股份,0.8,34635911000.0
医疗保健,医疗器械,稳健医疗,-0.26,34537347000.0
工业,交通运输,中远海发,0.63,34500523000.0
基础材料,化工,金发科技,-0.07,34460804000.0
金融服务,资本市场,东吴证券,0.0,34420203000.0
能源,其他能源,山西焦煤,1.82,34411104000.0
科技,硬件,航天电器,0.93,34402332000.0
基础材料,金属与开采,攀钢钒钛,0.51,34188061000.0
科技,半导体,安路科技,-0.44,34136532000.0
基础材料,建筑材料,华新Ｂ股,0.64,34119659000.0
能源,其他能源,潞安环能,2.15,34102065000.0
工业,工业制品,金力永磁,1.76,34091184000.0
金融服务,资本市场,国金证券,2.27,34054286000.0
工业,交通运输,东航物流,-3.17,33973690000.0
公用事业,公共事业 - 独立发电商,湖北能源,2.76,33970683000.0
金融服务,资本市场,西南证券,0.2,33956509000.0
医疗保健,医药制造,贝达药业,-1.71,33952050000.0
科技,半导体,太阳能,3.21,33829854000.0
科技,硬件,天奈科技,-0.78,33682521000.0
医疗保健,医药制造,人福医药,0.0,33657613000.0
科技,半导体,国科微,-1.6,33650692000.0
工业,建筑,伟星新材,1.54,33447844000.0
房地产,房地产开发及服务,万业企业,-0.43,33441350000.0
基础材料,化工,彤程新材,0.18,33440459000.0
能源,石油与天然气,招商轮船,0.0,33404309000.0
周期性消费,汽车和配件,江淮汽车,-1.51,33379093000.0
公用事业,公共事业 - 独立发电商,南网能源,6.67,33333334000.0
通信服务,传媒,光线传媒,2.34,33266432000.0
基础材料,金属与开采,厦门钨业,-0.68,33262868000.0
金融服务,多元化金融服务,越秀金控,2.29,33150238000.0
工业,工业制品,中际旭创,1.4,33139988000.0
能源,其他能源,电投能源,7.98,33074881000.0
金融服务,资本市场,国元证券,0.26,32990045000.0
科技,硬件,派能科技,0.56,32964852000.0
通信服务,传媒,万达电影,1.1,32926729000.0
基础材料,化工,雅化集团,0.11,32871083000.0
公用事业,公共事业 - 管制,申能股份,7.73,32861537000.0
基础材料,金属与开采,嘉元科技,-1.29,32826644000.0
周期性消费,家具制造,老板电器,-1.43,32760581000.0
周期性消费,非生活必需品零售商,居然之家,0.2,32580026000.0
基础材料,金属与开采,宝钛股份,-0.16,32560540000.0
