行业,行业细分,公司,涨跌幅,市值
周期性消费,家具制造,格力电器,-0.45,210613147000.0
基础材料,建筑材料,海螺水泥,0.02,209862088000.0
医疗保健,生物科技,智飞生物,4.76,209531539000.0
周期性消费,包装和容器,恩捷股份,-2.38,208275002000.0
工业,建筑,中国建筑,-0.2,207643431000.0
工业,农用和重型工程机械,三一重工,0.64,201615134000.0
工业,工业制品,阳光电源,-4.25,200418210000.0
金融服务,银行,中信银行,0.0,198781326000.0
金融服务,资本市场,中信建投,-0.88,189737027000.0
房地产,房地产开发及服务,保利发展,0.96,189146258000.0
科技,硬件,京东方Ｂ,-0.8,188676215000.0
非周期性消费,农副加工食品,通威股份,-5.47,185467235000.0
科技,硬件,歌尔股份,0.56,183805276000.0
工业,工业制品,汇川技术,0.59,181842996000.0
基础材料,化工,荣盛石化,-0.8,177901660000.0
基础材料,化工,赣锋锂业,-5.26,176213683000.0
科技,硬件,北方华创,-3.42,171726002000.0
医疗保健,生物科技,百济神州,-4.72,171077970000.0
科技,硬件,闻泰科技,0.73,169943048000.0
基础材料,农业,盐湖股份,-1.71,168321818000.0
科技,半导体,三安光电,2.43,166745971000.0
金融服务,银行,光大银行,0.0,165917579000.0
工业,航空航天和国防,航发动力,-1.78,163367078000.0
金融服务,资本市场,广发证券,-0.7,162760498000.0
基础材料,钢铁和焦煤,宝钢股份,-1.63,161888028000.0
基础材料,金属与开采,北方稀土,-5.74,161380792000.0
金融服务,银行,民生银行,-0.26,158737256000.0
公用事业,公共事业 - 独立发电商,华能国际,0.81,157451877000.0
科技,半导体,天合光能,-5.58,155562608000.0
周期性消费,服饰加工,恒力石化,-1.33,151970426000.0
工业,工业制品,潍柴动力,-1.19,149357770000.0
科技,半导体,晶澳科技,-5.68,145695233000.0
金融服务,资本市场,华泰证券,0.17,144742014000.0
金融服务,资本市场,国泰君安,0.11,144631813000.0
金融服务,资本市场,招商证券,-0.91,141360256000.0
公用事业,公共事业 - 独立发电商,中国核电,2.24,140668179000.0
科技,硬件,中兴通讯,-2.2,139752878000.0
医疗保健,生物科技,万泰生物,0.31,138344097000.0
基础材料,化工,合盛硅业,-3.74,136832152000.0
金融服务,资本市场,海通证券,-0.41,135666848000.0
基础材料,化工,天齐锂业,-5.03,133729440000.0
基础材料,钢铁和焦煤,包钢股份,-4.59,132196595000.0
基础材料,金属与开采,华友钴业,-3.83,132102291000.0
工业,建筑,中国中铁,0.0,131847321000.0
工业,航空航天和国防,中航沈飞,-0.73,131199398000.0
基础材料,化工,宝丰能源,-2.64,130591736000.0
科技,硬件,传音控股,1.69,129890240000.0
科技,半导体,中环股份,-1.21,129137720000.0
医疗保健,医药制造,云南白药,4.14,128259312000.0
周期性消费,汽车和配件,广汽集团,-2.21,127953274000.0
工业,交通运输,上港集团,-1.44,127334378000.0
工业,建筑,东方雨虹,2.87,127166783000.0
工业,建筑,中国电建,-1.55,126673823000.0
非周期性消费,农副加工食品,海大集团,6.37,126581461000.0
基础材料,建筑材料,天山股份,-0.86,125148601000.0
科技,硬件,蓝思科技,1.38,123685364000.0
非周期性消费,农副加工食品,温氏股份,0.31,123288198000.0
科技,半导体,紫光国微,0.92,122952124000.0
能源,其他能源,陕西煤业,-3.75,122143587000.0
通信服务,通信,中国联通,-0.51,121176347000.0
公用事业,公共事业 - 独立发电商,华能水电,-1.04,120598400000.0
医疗保健,医疗器械,爱美客,0.23,119030389000.0
非周期性消费,酒精饮料,古井贡Ｂ,0.52,118962886000.0
科技,软件,科大讯飞,0.61,118609301000.0
科技,软件,金山办公,-1.03,118274600000.0
金融服务,资本市场,申万宏源,-0.39,118195897000.0
工业,工业制品,大全能源,-3.93,118072184000.0
周期性消费,汽车和配件,福耀玻璃,3.26,118051874000.0
科技,软件,用友网络,2.52,117732504000.0
医疗保健,医药制造,复星医药,2.28,116276280000.0
医疗保健,医药制造,长春高新,-0.68,115327758000.0
科技,半导体,兆易创新,1.32,115036574000.0
通信服务,传媒,分众传媒,1.55,114249025000.0
非周期性消费,酒精饮料,青岛啤酒,3.2,113172440000.0
科技,半导体,卓胜微,0.98,113141164000.0
工业,工业制品,先导智能,-5.93,112453722000.0
非周期性消费,农副加工食品,双汇发展,1.5,111026735000.0
周期性消费,服饰加工,东方盛虹,2.34,110736057000.0
医疗保健,生物科技,凯莱英,-2.25,108808537000.0
金融服务,资本市场,国信证券,0.53,108524842000.0
科技,硬件,中航光电,0.85,107419257000.0
工业,工业制品,正泰电器,-2.88,107111184000.0
医疗保健,生物科技,康龙化成,-2.03,106553852000.0
科技,半导体,福斯特,-4.29,106367606000.0
工业,工业制品,恒立液压,-2.68,106305494000.0
工业,交通运输,中国国航,1.89,105630345000.0
基础材料,化工,天赐材料,-5.11,105613790000.0
能源,其他能源,兖州煤业,-3.15,105093272000.0
房地产,房地产开发及服务,招商蛇口,2.58,104848046000.0
科技,硬件,鹏鼎控股,2.25,103136726000.0
周期性消费,汽车和配件,长安Ｂ,-3.55,102350335000.0
周期性消费,服饰加工,华利集团,-0.8,102134204000.0
基础材料,化工,璞泰来,-5.49,102053548000.0
金融服务,银行,上海银行,-0.28,101435303000.0
工业,航空航天和国防,中国船舶,-3.12,100987442000.0
基础材料,金属与开采,中国铝业,-4.26,100275744000.0
周期性消费,非生活必需品零售商,芒果超媒,2.38,99772588000.0
工业,建筑,中国铁建,0.13,98613631000.0
工业,航空航天和国防,中航西飞,0.23,98592203000.0
医疗保健,医疗诊断和研究,泰格医药,-1.52,98526030000.0
金融服务,保险,新华保险,-0.82,98231316000.0
医疗保健,医药制造,沃森生物,1.47,96371683000.0
工业,工业制品,公牛集团,-1.16,95430945000.0
基础材料,钢铁和焦煤,中信特钢,-1.41,95238911000.0
工业,交通运输,南方航空,0.32,95100976000.0
工业,交通运输,大秦铁路,-0.78,94255192000.0
工业,航空航天和国防,中国重工,-1.2,94172406000.0
基础材料,化工,中伟股份,-3.85,93527954000.0
金融服务,银行,北京银行,-0.23,93451990000.0
金融服务,资本市场,东方证券,0.07,92441307000.0
科技,软件,恒生电子,-1.61,92150290000.0
科技,半导体,澜起科技,1.7,91151888000.0
工业,工业制品,国轩高科,-6.49,91139072000.0
金融服务,银行,南京银行,-0.55,89563468000.0
科技,软件,三六零,1.47,88886457000.0
科技,半导体,晶盛机电,-2.65,88490772000.0
周期性消费,汽车和配件,德赛西威,-0.92,88000520000.0
周期性消费,汽车和配件,华域汽车,-1.1,87492110000.0
科技,硬件,三环集团,-1.32,87124706000.0
科技,半导体,TCL科技,-1.28,86288450000.0
科技,硬件,深信服,0.18,86283211000.0
金融服务,银行,华夏银行,-0.36,85860710000.0
工业,交通运输,上海机场,0.93,85754374000.0
金融服务,银行,江苏银行,-0.52,85516137000.0
周期性消费,汽车和配件,小康股份,-10.0,85338325000.0
医疗保健,生物科技,贝泰妮,1.31,85248478000.0
科技,半导体,华润微,-1.05,84353347000.0
周期性消费,家具制造,欧派家居,-0.06,83232418000.0
公用事业,公共事业 - 独立发电商,国投电力,1.18,82813511000.0
工业,建筑,中国中冶,-2.45,82682659000.0
周期性消费,家具制造,科沃斯,-4.52,82373725000.0
科技,软件,宝信Ｂ,3.27,82105444000.0
工业,工业制品,三花智控,-0.31,81351177000.0
工业,工业制品,特变电工,-2.83,81120540000.0
非周期性消费,酒精饮料,舍得酒业,-0.08,80230633000.0
能源,石油与天然气,美锦能源,-0.49,79258183000.0
科技,软件,广联达,-0.57,79235107000.0
能源,其他能源,中煤能源,-4.08,78705519000.0
金融服务,银行,杭州银行,-1.06,77745598000.0
科技,半导体,圣邦股份,0.42,77737902000.0
科技,半导体,中微公司,-1.85,77298782000.0
工业,交通运输,中国东航,-0.42,77216003000.0
医疗保健,医药制造,新和成,-0.97,76808932000.0
基础材料,化工,华熙生物,0.42,76338878000.0
非周期性消费,酒精饮料,重庆啤酒,0.41,76304613000.0
科技,半导体,士兰微,-1.17,76172963000.0
科技,硬件,格科微,-2.46,76093033000.0
基础材料,金属与开采,山东黄金,-1.54,76071454000.0
工业,建筑,中国化学,-3.64,75884256000.0
科技,硬件,亿联网络,3.41,75275960000.0
科技,软件,同花顺,-3.53,75024317000.0
非周期性消费,酒精饮料,酒鬼酒,0.09,74437964000.0
非周期性消费,酒精饮料,今世缘,0.12,73388314000.0
基础材料,化工,凯赛生物,-1.09,73019292000.0
工业,工业制品,欣旺达,-3.21,71956654000.0
基础材料,化工,中国巨石,-0.66,71781716000.0
工业,商业服务,大华股份,-1.42,71171795000.0
非周期性消费,酒精饮料,东鹏饮料,0.29,71019704000.0
科技,半导体,纳思达,7.26,70101071000.0
医疗保健,医药制造,康泰生物,-0.08,69624026000.0
科技,半导体,迈为股份,0.38,69319659000.0
金融服务,资本市场,中泰证券,-0.4,69059919000.0
基础材料,农业,华鲁恒升,0.58,68848290000.0
科技,半导体,斯达半导,-0.93,68662764000.0
基础材料,化工,龙佰集团,-1.3,68497942000.0
非周期性消费,农副加工食品,新希望,0.07,68441427000.0
工业,航空航天和国防,中航机电,1.87,68066333000.0
基础材料,化工,卫星化学,0.64,67771391000.0
房地产,房地产开发及服务,新城控股,-1.47,67349761000.0
工业,工业制品,金风科技,-1.32,67155461000.0
医疗保健,医药制造,华东医药,4.5,66485439000.0
金融服务,多元化金融服务,中油资本,-0.58,65611904000.0
科技,半导体,思瑞浦,0.2,65148189000.0
金融服务,银行,沪农商行,-0.59,65003128000.0
基础材料,农业,藏格控股,-6.07,64983830000.0
金融服务,资本市场,兴业证券,-0.72,64892794000.0
科技,软件,中科创达,-1.35,64855177000.0
金融服务,资本市场,方正证券,-0.51,64210076000.0
科技,半导体,沪硅产业,-0.76,64192748000.0
科技,硬件,北京君正,2.04,63956559000.0
工业,工业制品,东方电气,-3.09,63227261000.0
医疗保健,医疗机构和服务,通策医疗,1.05,62724097000.0
周期性消费,汽车和配件,世纪华通,0.24,62601390000.0
医疗保健,医药制造,同仁堂,4.41,62556942000.0
工业,交通运输,宁波港,-0.25,62281225000.0
工业,交通运输,韵达股份,1.05,62042163000.0
工业,工业制品,坚朗五金,1.17,61766941000.0
工业,交通运输,*ST海航B,-1.06,61722951000.0
金融服务,资本市场,光大证券,0.07,61657774000.0
非周期性消费,酒精饮料,水井坊,0.37,61632157000.0
科技,硬件,紫光股份,0.79,61605433000.0
基础材料,金属与开采,江西铜业,-1.9,61526967000.0
周期性消费,汽车和配件,星宇股份,-0.77,61456669000.0
周期性消费,汽车和配件,拓普集团,0.48,61253070000.0
非周期性消费,酒精饮料,迎驾贡酒,-0.3,60744221000.0
房地产,房地产开发及服务,*ST基础,-4.91,60554141000.0
科技,硬件,振华科技,1.11,60486542000.0
工业,交通运输,圆通速递,-0.35,59769157000.0
工业,建筑,北新建材,0.0,59714185000.0
工业,工业制品,晨光文具,4.03,58418105000.0
科技,半导体,瑞芯微,1.92,58209406000.0
基础材料,化工,中材科技,-2.11,58198820000.0
科技,硬件,深南电路,2.05,57921663000.0
科技,半导体,立昂微,1.11,57851769000.0
工业,工业制品,大族激光,0.02,57536814000.0
工业,农用和重型工程机械,中联重科,-0.83,57290951000.0
科技,软件,奇安信,-1.53,57127621000.0
通信服务,交互式媒体,三七互娱,1.97,56904664000.0
通信服务,通信,中国卫通,-1.76,55917169000.0
基础材料,金属与开采,南山铝业,-1.67,55703071000.0
公用事业,公共事业 - 独立发电商,浙能电力,0.99,55626822000.0
周期性消费,旅游和娱乐,华侨城Ａ,0.59,55199279000.0
工业,工业制品,中天科技,-7.6,54829951000.0
房地产,房地产开发及服务,绿地控股,-0.69,54812630000.0
公用事业,公共事业 - 独立发电商,国电电力,-0.32,54580435000.0
科技,硬件,高德红外,-1.28,54369467000.0
周期性消费,旅游和娱乐,锦江Ｂ股,1.35,54241307000.0
公用事业,公共事业 - 独立发电商,川投能源,2.59,54196849000.0
科技,硬件,领益智造,3.66,54194135000.0
工业,建筑,四川路桥,-2.41,54150159000.0
能源,石油与天然气,中海油服,1.02,54096666000.0
科技,半导体,长电科技,-0.85,53956917000.0
金融服务,资本市场,红塔证券,-0.79,53629547000.0
工业,企业集团,新奥股份,-0.64,53532161000.0
科技,硬件,生益科技,-0.82,53220737000.0
工业,工业制品,宏发股份,-1.83,52728848000.0
金融服务,资本市场,国投资本,-0.61,52558637000.0
周期性消费,非生活必需品零售商,N迪阿,-3.51,52524608000.0
公用事业,公共事业 - 独立发电商,大唐发电,-0.59,52492637000.0
科技,半导体,盛美上海,-3.14,52182527000.0
医疗保健,生物科技,华兰生物,1.17,52178706000.0
科技,硬件,浪潮信息,3.11,51908340000.0
非周期性消费,农副加工食品,安琪酵母,2.47,51703001000.0
工业,工业制品,石头科技,-0.39,51670478000.0
科技,硬件,晶晨股份,-0.75,51444674000.0
科技,硬件,法拉电子,-0.2,51306754000.0
医疗保健,医疗器械,欧普康视,-1.37,51295761000.0
工业,工业制品,锦浪科技,-2.47,51139242000.0
基础材料,化工,杉杉股份,-3.9,51069987000.0
房地产,房地产开发及服务,金地集团,3.51,50836049000.0
金融服务,资本市场,浙商证券,-0.69,50571085000.0
工业,工业制品,明阳智能,-3.83,50499760000.0
医疗保健,医药制造,白云山,3.78,50443309000.0
周期性消费,家具制造,苏泊尔,-0.24,50400795000.0
工业,工业制品,珠海冠宇,-3.09,50274137000.0
房地产,房地产开发及服务,广宇发展,0.49,50072769000.0
公用事业,公共事业 - 管制,桂冠电力,-1.1,49893947000.0
工业,工业制品,中集集团,0.6,49694051000.0
科技,半导体,爱旭股份,-2.0,49274392000.0
科技,硬件,视源股份,-0.99,49152769000.0
周期性消费,汽车和配件,玲珑轮胎,-3.24,49055809000.0
工业,交通运输,春秋航空,1.69,49047266000.0
基础材料,化工,百润股份,0.86,48969254000.0
工业,工业制品,中航重机,1.34,48851680000.0
医疗保健,医药制造,健友股份,-0.35,48825866000.0
周期性消费,服饰加工,桐昆股份,-1.88,48765495000.0
科技,半导体,景嘉微,-1.52,48763815000.0
基础材料,化工,联泓新科,-3.31,48708614000.0
基础材料,化工,三棵树,3.22,48691700000.0
工业,垃圾处理,格林美,-1.07,48554697000.0
非周期性消费,教育,中公教育,0.51,48475602000.0
非周期性消费,酒精饮料,口子窖,-1.32,48034919000.0
周期性消费,汽车和配件,一汽解放,-0.97,47669201000.0
医疗保健,医疗产品分销,上海医药,1.69,47426738000.0
公用事业,公共事业 - 管制,华电国际,-0.39,47379827000.0
工业,建筑,旗滨集团,-0.4,47197741000.0
科技,软件,汇顶科技,-1.41,47181127000.0
工业,农用和重型工程机械,徐工机械,-0.99,47158037000.0
工业,垃圾处理,伟明环保,-1.96,47110139000.0
工业,建筑,招商公路,-0.26,47078115000.0
科技,硬件,东山精密,2.13,46844940000.0
医疗保健,医疗诊断和研究,金域医学,-0.83,46716140000.0
基础材料,钢铁和焦煤,永兴材料,-3.91,46679936000.0
工业,航空航天和国防,中直股份,6.41,46314504000.0
科技,硬件,容百科技,-7.68,46309729000.0
周期性消费,家具制造,顾家家居,0.59,46072587000.0
工业,工业制品,中航高科,-0.39,46040180000.0
基础材料,化工,华峰化学,-2.85,45960817000.0
医疗保健,生物科技,博腾股份,-2.69,45888819000.0
基础材料,林业,盛新锂能,-5.9,45828554000.0
非周期性消费,农副加工食品,汤臣倍健,1.32,45654063000.0
非周期性消费,农副加工食品,大北农,0.27,45640600000.0
医疗保健,医药制造,九洲药业,-0.63,45569866000.0
周期性消费,汽车和配件,光启技术,0.33,45526777000.0
基础材料,钢铁和焦煤,抚顺特钢,-1.54,45184842000.0
非周期性消费,农副加工食品,安井食品,3.1,45156512000.0
科技,硬件,安克创新,-3.39,45145567000.0
非周期性消费,农副加工食品,绝味食品,10.01,45088445000.0
科技,软件,石基信息,4.72,44943832000.0
医疗保健,生物科技,诺唯赞,-7.72,44699362000.0
医疗保健,生物科技,上海莱士,1.69,44692668000.0
能源,石油与天然气,广汇能源,0.0,44648011000.0
工业,商业服务,卫士通,0.72,44565054000.0
周期性消费,汽车和配件,赛轮轮胎,-5.19,44207693000.0
基础材料,化工,德方纳米,-10.91,44193031000.0
周期性消费,汽车和配件,北汽蓝谷,-7.12,44122666000.0
金融服务,资本市场,东吴证券,1.04,44068107000.0
基础材料,化工,新宙邦,-4.48,43888229000.0
基础材料,化工,君正集团,-1.14,43877689000.0
工业,工业制品,上机数控,-3.74,43797351000.0
工业,工业制品,长远锂科,-3.28,43758474000.0
金融服务,银行,成都银行,0.76,43238104000.0
工业,工业制品,天华超净,-8.81,43170201000.0
非周期性消费,农副加工食品,珀莱雅,0.82,42925816000.0
工业,商业服务,华测检测,0.67,42804249000.0
工业,工业制品,当升科技,-5.35,42579930000.0
基础材料,化工,五矿稀土,-8.67,42395697000.0
基础材料,化工,国瓷材料,0.5,42374227000.0
科技,硬件,和辉光电,-0.65,42256428000.0
基础材料,化工,永太科技,-8.34,42132732000.0
工业,工业制品,思源电气,-3.82,42045184000.0
医疗保健,医药制造,普洛药业,-1.53,41963793000.0
基础材料,化工,光威复材,0.41,41903534000.0
基础材料,钢铁和焦煤,太钢不锈,-2.93,41859371000.0
医疗保健,医药制造,*ST康美,-4.98,41730239000.0
公用事业,公共事业 - 独立发电商,上海电力,1.27,41508757000.0
基础材料,农业,扬农化工,0.04,41498573000.0
医疗保健,医疗器械,健帆生物,1.33,41425031000.0
工业,工业制品,中国动力,-0.05,41398704000.0
医疗保健,医疗器械,乐普医疗,4.43,41385859000.0
能源,其他能源,永泰能源,-2.09,41330827000.0
工业,工业制品,国网英大,-0.14,41286947000.0
金融服务,资本市场,财达证券,-0.86,41243236000.0
基础材料,化工,兴发集团,-3.59,41135902000.0
金融服务,资本市场,长江证券,-0.27,41032439000.0
工业,工业制品,科达制造,-3.41,40965762000.0
科技,硬件,方大炭素,-4.87,40839947000.0
周期性消费,汽车和配件,天能股份,-2.03,40752867000.0
周期性消费,家具制造,德业股份,-5.63,40694553000.0
工业,工业制品,杭可科技,-4.19,40563297000.0
工业,建筑,宁沪高速,-0.58,40498186000.0
基础材料,化工,浙江龙盛,-0.96,40470929000.0
通信服务,传媒,完美世界,2.65,40426465000.0
工业,航空航天和国防,中航电子,-0.48,40416602000.0
科技,半导体,华天科技,-1.1,40313270000.0
工业,农用和重型工程机械,天山铝业,-1.39,40286094000.0
金融服务,资产管理,财通证券,4.45,40262892000.0
科技,硬件,中国长城,-1.37,40259485000.0
金融服务,资本市场,长城证券,0.54,40251167000.0
基础材料,钢铁和焦煤,首钢股份,-3.07,40242355000.0
工业,工业制品,西部超导,-1.85,39919081000.0
医疗保健,医疗器械,甘李药业,0.9,39831802000.0
公用事业,公共事业 - 管制,深圳能源,-1.78,39816618000.0
基础材料,金属与开采,中金黄金,-0.48,39748666000.0
科技,硬件,中科曙光,-0.59,39622616000.0
科技,硬件,鸿远电子,-1.2,39485385000.0
周期性消费,汽车和配件,江淮汽车,-2.85,39481478000.0
科技,软件,国联股份,0.63,39456816000.0
科技,软件,朗新科技,-2.47,39320531000.0
医疗保健,生物科技,天坛生物,1.97,39024681000.0
周期性消费,非生活必需品零售商,苏宁易购,1.7,38915965000.0
科技,半导体,柏楚电子,0.51,38755339000.0
周期性消费,非生活必需品零售商,豫园股份,-0.4,38592599000.0
医疗保健,医疗诊断和研究,昭衍新药,-1.45,38493270000.0
能源,石油与天然气,杰瑞股份,2.01,38340349000.0
公用事业,公共事业 - 管制,申能股份,-0.89,38214714000.0
基础材料,化工,恒逸石化,-0.67,38092292000.0
金融服务,资本市场,华林证券,2.05,38024981000.0
房地产,房地产开发及服务,陆家Ｂ股,-0.28,37866315000.0
基础材料,金属与开采,铜陵有色,-2.47,37784165000.0
基础材料,化工,石大胜华,-4.19,37744519000.0
通信服务,传媒,光线传媒,3.76,37656776000.0
科技,硬件,科达利,-3.94,37435325000.0
工业,工业制品,中兵红箭,6.42,37390209000.0
工业,航空航天和国防,航发控制,2.68,37325965000.0
科技,半导体,雅克科技,-1.97,37308571000.0
科技,硬件,环旭电子,0.72,37233600000.0
医疗保健,医疗诊断和研究,华大基因,0.83,37162130000.0
金融服务,资本市场,东兴证券,-1.03,37047492000.0
工业,工业制品,浙富控股,-2.41,36942974000.0
医疗保健,医疗器械,奕瑞科技,-0.74,36823363000.0
周期性消费,汽车和配件,科博达,-4.64,36712720000.0
医疗保健,医疗器械,鱼跃医疗,0.64,36652142000.0
金融服务,资本市场,中银证券,-0.45,36613935000.0
工业,工业制品,怡合达,1.08,36505722000.0
基础材料,化工,昊华科技,-2.47,36460968000.0
房地产,房地产开发及服务,临港B股,0.48,36362293000.0
工业,工业制品,捷佳伟创,-5.91,36304455000.0
金融服务,资本市场,南京证券,-0.61,36273494000.0
工业,企业集团,中国宝安,-5.18,36269289000.0
周期性消费,汽车和配件,道通科技,0.83,36248414000.0
能源,其他能源,山西焦煤,-1.13,36171509000.0
周期性消费,旅游和娱乐,宋城演艺,1.68,36106663000.0
基础材料,金属与开采,云铝股份,-3.31,36089588000.0
基础材料,钢铁和焦煤,华菱钢铁,-1.89,35991620000.0
周期性消费,汽车和配件,孚能科技,-4.76,35863543000.0
科技,半导体,扬杰科技,2.85,35854246000.0
科技,半导体,芯原股份,-2.52,35843230000.0
能源,石油与天然气,上海石化,-4.57,35684973000.0
科技,硬件,固德威,-2.83,35634232000.0
基础材料,建筑材料,华新Ｂ股,0.6,35608908000.0
周期性消费,非生活必需品零售商,永辉超市,0.0,35574144000.0
能源,其他能源,潞安环能,-1.25,35566447000.0
金融服务,资本市场,中航产融,0.0,35412299000.0
非周期性消费,软饮料,养元饮品,-0.71,35408060000.0
科技,半导体,艾为电子,0.7,35406011000.0
工业,交通运输,辽港股份,-0.57,35390659000.0
科技,硬件,航天电器,1.04,35383190000.0
工业,工业制品,中控技术,-1.25,35362754000.0
科技,软件,寒武纪,0.15,35322842000.0
金融服务,资本市场,西部证券,-1.13,35309135000.0
公用事业,公共事业 - 独立发电商,节能风电,-1.13,35291027000.0
科技,半导体,太阳能,2.89,35278078000.0
医疗保健,医疗机构和服务,益丰药房,0.39,35276889000.0
公用事业,公共事业 - 独立发电商,湖北能源,0.56,35274674000.0
医疗保健,医疗器械,新产业,1.33,35209359000.0
工业,交通运输,中远海发,-0.61,35207183000.0
医疗保健,医疗器械,稳健医疗,-1.01,35095228000.0
工业,工业制品,天顺风能,-0.71,35080244000.0
基础材料,化工,川能动力,-3.74,35052307000.0
工业,建筑,伟星新材,0.73,35026486000.0
工业,农用和重型工程机械,浙江鼎力,-3.24,35011280000.0
基础材料,农业,云天化,-5.74,34831020000.0
金融服务,资本市场,天风证券,-0.5,34576371000.0
医疗保健,医药制造,人福医药,0.48,34491142000.0
基础材料,钢铁和焦煤,鞍钢股份,-1.04,34405320000.0
工业,工业制品,巨星科技,-3.28,34318250000.0
科技,半导体,恒玄科技,-0.88,34239098000.0
科技,硬件,亨通光电,-3.1,34131780000.0
公用事业,公共事业 - 独立发电商,浙江新能,-0.91,34111541000.0
金融服务,资本市场,西南证券,-0.39,34089281000.0
科技,硬件,火炬电子,-0.69,34088792000.0
金融服务,资本市场,国金证券,0.0,33994279000.0
科技,硬件,宏达电子,0.15,33909827000.0
基础材料,金属与开采,盛和资源,-3.85,33865696000.0
科技,软件,四维图新,-5.38,33843063000.0
工业,工业制品,中际旭创,-0.45,33540202000.0
基础材料,金属与开采,西部矿业,3.12,33423685000.0
基础材料,化工,长信科技,0.89,33262684000.0
周期性消费,非生活必需品零售商,居然之家,-0.39,33232798000.0
能源,石油与天然气,招商轮船,-0.73,33160678000.0
公用事业,公共事业 - 管制,福能股份,-3.13,33158961000.0
科技,硬件,欧菲光,5.19,33150216000.0
通信服务,传媒,万达电影,3.11,33146113000.0
公用事业,公共事业 - 独立发电商,南网能源,-2.81,33137482000.0
工业,交通运输,东航物流,-1.14,33053096000.0
非周期性消费,农副加工食品,隆平高科,3.3,33044612000.0
金融服务,资本市场,国元证券,-0.39,33033797000.0
基础材料,化工,多氟多,-3.41,33030600000.0
医疗保健,医疗机构和服务,卫宁健康,0.46,33005237000.0
工业,工业制品,新强联,-3.3,32845979000.0
非周期性消费,农副加工食品,涪陵榨菜,1.54,32771451000.0
基础材料,化工,巨化股份,-2.02,32720355000.0
周期性消费,家具制造,老板电器,-1.64,32720153000.0
能源,其他能源,电投能源,-4.44,32703032000.0
基础材料,化工,纳微科技,-2.4,32697081000.0
工业,建筑,上海建工,0.83,32680373000.0
科技,半导体,国科微,-1.87,32657059000.0
科技,硬件,睿创微纳,-2.0,32647209000.0
科技,半导体,长川科技,-1.36,32594528000.0
医疗保健,医药制造,贝达药业,0.52,32568473000.0
金融服务,多元化金融服务,越秀金控,-1.8,32444750000.0
工业,工业制品,东方电缆,-4.76,32137937000.0
周期性消费,汽车和配件,均胜电子,-0.04,32136448000.0
非周期性消费,农副加工食品,洽洽食品,6.0,32036185000.0
科技,硬件,天奈科技,-3.97,32028762000.0
