行业,行业细分,公司,涨跌幅,市值
工业,交通运输,中远海发,-0.93,36658812000.0
周期性消费,汽车和配件,赛轮轮胎,-0.08,34494839000.0
基础材料,化工,和邦生物,-0.49,36119814000.0
工业,工业制品,思源电气,-0.02,34747655000.0
工业,交通运输,辽港股份,-1.15,35499933000.0
科技,硬件,亨通光电,-0.99,35645733000.0
医疗保健,医疗诊断和研究,华大基因,-1.05,35795324000.0
工业,工业制品,中航高科,-1.51,34756575000.0
房地产,房地产开发及服务,临港B股,-0.76,35556604000.0
科技,硬件,鸿远电子,-4.02,35099977000.0
金融服务,资产管理,财通证券,-0.91,35387686000.0
医疗保健,医疗机构和服务,益丰药房,-1.21,35816077000.0
基础材料,化工,多氟多,-0.61,31792918000.0
基础材料,钢铁和焦煤,鞍钢股份,-1.55,36035123000.0
科技,软件,石基信息,-4.33,36604176000.0
科技,半导体,景嘉微,-0.71,36062885000.0
金融服务,资本市场,中航产融,-0.76,35055500000.0
基础材料,化工,昊华科技,1.55,33000346000.0
工业,建筑,伟星新材,-2.14,35602735000.0
工业,交通运输,东航物流,-1.79,35561244000.0
能源,石油与天然气,上海石化,1.51,35398966000.0
工业,航空航天和国防,中航电子,0.28,33358107000.0
科技,软件,朗新科技,1.0,35303188000.0
基础材料,金属与开采,西部矿业,0.97,34386690000.0
基础材料,化工,远兴能源,1.61,34126004000.0
周期性消费,非生活必需品零售商,永辉超市,-1.04,35120392000.0
非周期性消费,农副加工食品,大北农,-2.12,35118070000.0
金融服务,资本市场,西部证券,-1.15,34460475000.0
科技,硬件,天奈科技,1.38,33550151000.0
公用事业,公共事业 - 管制,深圳能源,0.42,35109537000.0
周期性消费,非生活必需品零售商,苏宁易购,-2.12,34260948000.0
医疗保健,医药制造,华海药业,4.55,32803712000.0
基础材料,金属与开采,盛和资源,2.15,32698763000.0
医疗保健,医疗器械,欧普康视,-2.78,34820282000.0
基础材料,化工,川能动力,-2.61,33149314000.0
基础材料,化工,三棵树,-4.72,35723918000.0
金融服务,资本市场,长城证券,-1.26,35813298000.0
科技,硬件,科达利,0.45,31507149000.0
金融服务,多元化金融服务,越秀金控,-0.97,31217713000.0
科技,硬件,固德威,1.19,33579040000.0
金融服务,资本市场,东兴证券,-1.32,36106416000.0
工业,航空航天和国防,中直股份,0.05,32379956000.0
能源,石油与天然气,石化油服,3.72,32633607000.0
科技,半导体,扬杰科技,-2.07,29775570000.0
基础材料,化工,百润股份,-4.06,34570346000.0
非周期性消费,软饮料,养元饮品,-1.79,33776024000.0
工业,工业制品,浙富控股,-0.8,33722319000.0
金融服务,资本市场,中银证券,-1.16,32919300000.0
金融服务,资本市场,南京证券,-1.1,33545884000.0
周期性消费,非生活必需品零售商,居然之家,-1.36,33624540000.0
科技,硬件,宏达电子,0.24,32823082000.0
工业,工业制品,怡合达,-1.14,32800821000.0
科技,硬件,沪电股份,-3.02,34471962000.0
基础材料,化工,永太科技,0.21,29604947000.0
基础材料,化工,安迪苏,-1.13,32960567000.0
周期性消费,汽车和配件,孚能科技,-1.32,31691823000.0
周期性消费,家具制造,老板电器,-2.96,32817252000.0
基础材料,化工,淮北矿业,-0.53,30566362000.0
周期性消费,汽车和配件,伯特利,-2.2,30584436000.0
工业,商业服务,华测检测,-3.52,33218077000.0
公用事业,公共事业 - 管制,申能股份,-1.49,32566814000.0
金融服务,银行,N兰州银,0.18,38327378000.0
医疗保健,医疗器械,甘李药业,-2.03,33512707000.0
金融服务,资本市场,天风证券,-0.79,33016535000.0
基础材料,建筑材料,冀东水泥,-2.01,33440317000.0
金融服务,银行,长沙银行,-1.23,33218036000.0
基础材料,林业,太阳纸业,-0.66,30954273000.0
医疗保健,医药制造,普洛药业,-1.08,31725852000.0
非周期性消费,农副加工食品,绝味食品,-2.76,31903605000.0
工业,航空航天和国防,航发控制,0.12,32024731000.0
金融服务,资本市场,西南证券,-1.23,32428132000.0
医疗保健,医药制造,丽珠集团,0.42,31588448000.0
科技,软件,寒武纪,-2.86,33468023000.0
金融服务,资本市场,国金证券,-1.23,32088453000.0
科技,硬件,环旭电子,-1.65,32135913000.0
基础材料,化工,鲁西化工,-0.24,30773796000.0
医疗保健,医疗器械,稳健医疗,-0.03,31598804000.0
工业,工业制品,杭可科技,-0.37,29735950000.0
金融服务,资本市场,国元证券,-1.23,31724666000.0
周期性消费,服饰加工,鄂资Ｂ股,-2.79,30708763000.0
能源,其他能源,电投能源,-0.24,31302433000.0
医疗保健,医疗器械,九安医疗,-6.7,31372136000.0
非周期性消费,农副加工食品,安井食品,-2.96,32237129000.0
工业,交通运输,吉祥航空,-2.8,33286820000.0
周期性消费,服饰加工,雅戈尔,-1.02,31662380000.0
工业,工业制品,金力永磁,0.95,31521864000.0
工业,工业制品,中兵红箭,1.27,31081916000.0
基础材料,金属与开采,西藏珠峰,-4.28,31951645000.0
医疗保健,医药制造,人福医药,-0.78,31028367000.0
基础材料,钢铁和焦煤,抚顺特钢,-4.9,30508387000.0
工业,交通运输,招港B,-1.16,31906187000.0
基础材料,化工,融捷股份,-4.72,32197245000.0
基础材料,金属与开采,明泰铝业,-1.33,30170139000.0
基础材料,金属与开采,中矿资源,-3.07,30617875000.0
周期性消费,汽车和配件,江淮汽车,-2.09,28959970000.0
科技,半导体,柏楚电子,-0.86,30973520000.0
能源,石油与天然气,海油发展,2.73,29783755000.0
基础材料,金属与开采,厦门钨业,-1.64,30766380000.0
公用事业,公共事业 - 独立发电商,湖北能源,0.0,30220853000.0
周期性消费,非生活必需品零售商,王府井,-1.94,31889487000.0
