行业,行业细分,公司,涨跌幅,市值
工业,交通运输,上港集团,-1.43,112436023000.0
周期性消费,服饰加工,东方盛虹,0.09,110429191000.0
基础材料,建筑材料,天山股份,-1.05,110620804000.0
工业,工业制品,正泰电器,0.43,111110634000.0
非周期性消费,酒精饮料,青岛啤酒,-0.4,109520076000.0
周期性消费,服饰加工,华利集团,-0.84,108673707000.0
公用事业,公共事业 - 独立发电商,华能水电,-1.8,108360000000.0
医疗保健,医药制造,沃森生物,0.71,106687112000.0
金融服务,资本市场,国信证券,-0.18,107755333000.0
科技,硬件,蓝思科技,-0.69,106630724000.0
科技,硬件,中航光电,1.83,107091959000.0
工业,建筑,东方雨虹,0.38,106771727000.0
基础材料,钢铁和焦煤,中信特钢,1.0,107100384000.0
工业,航空航天和国防,中航西飞,4.39,105041443000.0
非周期性消费,农副加工食品,海大集团,-0.59,105501660000.0
工业,工业制品,恒立液压,-1.19,105525302000.0
通信服务,传媒,分众传媒,-1.51,103839416000.0
工业,交通运输,中国国航,-0.12,103098732000.0
工业,航空航天和国防,中国船舶,-0.82,103268380000.0
金融服务,银行,上海银行,-0.14,102429766000.0
非周期性消费,农副加工食品,温氏股份,-0.31,102390909000.0
科技,软件,用友网络,-0.86,101386475000.0
科技,半导体,兆易创新,-3.02,100937242000.0
非周期性消费,农副加工食品,双汇发展,-2.35,100821641000.0
科技,半导体,中微公司,-3.05,99215360000.0
工业,工业制品,公牛集团,-1.2,98286349000.0
工业,交通运输,南方航空,-0.61,98148373000.0
工业,建筑,中国电建,-3.89,98372796000.0
金融服务,保险,新华保险,-1.19,98204541000.0
科技,半导体,华润微,-1.81,95667057000.0
周期性消费,家具制造,科沃斯,0.1,94366778000.0
工业,航空航天和国防,中国重工,-0.72,94400427000.0
金融服务,银行,北京银行,-0.23,93663420000.0
工业,建筑,中国铁建,-0.41,92891692000.0
房地产,房地产,招商蛇口,-1.34,92068079000.0
金融服务,资本市场,东方证券,-1.09,92512795000.0
公用事业,公共事业 - 独立发电商,华能国际,-1.51,92304788000.0
工业,交通运输,上海机场,-3.63,90952439000.0
工业,交通运输,大秦铁路,-0.33,91134078000.0
金融服务,银行,南京银行,-0.76,90963784000.0
科技,硬件,鹏鼎控股,-3.52,89909965000.0
周期性消费,汽车和配件,小康股份,0.46,88653765000.0
科技,软件,宝信Ｂ,-0.36,87431644000.0
金融服务,银行,江苏银行,-1.0,87879277000.0
金融服务,银行,华夏银行,0.18,87091688000.0
能源,其他能源,兖州煤业,-6.17,87884350000.0
科技,半导体,晶盛机电,1.65,87145353000.0
科技,半导体,TCL科技,-1.74,87127843000.0
周期性消费,零售,芒果超媒,1.58,86764655000.0
科技,半导体,澜起科技,-4.25,87089335000.0
工业,工业制品,特变电工,-2.03,86133865000.0
医疗保健,生物科技,贝泰妮,-0.7,85998935000.0
科技,软件,三六零,-0.66,85172729000.0
科技,半导体,士兰微,-1.81,85077596000.0
科技,硬件,格科微,-3.26,84462386000.0
科技,软件,恒生电子,0.35,83382025000.0
工业,工业制品,三花智控,-0.9,83136898000.0
金融服务,银行,杭州银行,-1.06,82370484000.0
基础材料,金属与开采,中国铝业,-0.56,82903188000.0
工业,工业制品,欣旺达,0.97,82597040000.0
科技,半导体,圣邦股份,-2.82,81244052000.0
工业,工业制品,国轩高科,4.41,82723174000.0
工业,建筑,中国中冶,-0.51,81236587000.0
周期性消费,汽车和配件,华域汽车,-2.46,80173771000.0
科技,硬件,深信服,-2.67,79796409000.0
基础材料,金属与开采,山东黄金,-0.46,79668100000.0
基础材料,化工,华熙生物,-2.6,79036800000.0
科技,半导体,斯达半导,-1.77,78618686000.0
医疗保健,医药制造,康泰生物,-1.29,78637768000.0
工业,交通运输,中国东航,-1.04,77562586000.0
科技,硬件,三环集团,-0.64,75618865000.0
科技,软件,广联达,0.03,74753555000.0
医疗保健,医药制造,新和成,-0.03,74850801000.0
周期性消费,家具制造,欧派家居,-2.81,74870866000.0
非周期性消费,酒精饮料,东鹏饮料,-0.86,74237856000.0
非周期性消费,酒精饮料,舍得酒业,1.17,73919000000.0
工业,商业服务,大华股份,-1.24,73840712000.0
工业,工业制品,金风科技,0.06,74046946000.0
房地产,房地产,新城控股,-1.9,73356403000.0
非周期性消费,酒精饮料,酒鬼酒,2.46,72637347000.0
科技,硬件,紫光股份,1.07,72074013000.0
非周期性消费,酒精饮料,今世缘,-2.32,72610460000.0
非周期性消费,酒精饮料,重庆啤酒,-1.1,72716673000.0
科技,半导体,沪硅产业,-2.42,71208265000.0
科技,半导体,迈为股份,4.5,71004713000.0
周期性消费,汽车和配件,德赛西威,-3.19,71381143000.0
金融服务,资本市场,中泰证券,-1.73,70940611000.0
公用事业,公共事业 - 独立发电商,国投电力,-0.69,68683510000.0
能源,其他能源,中煤能源,-1.62,69257672000.0
基础材料,化工,中国巨石,-0.35,68693827000.0
工业,建筑,中国化学,3.51,67326366000.0
周期性消费,汽车和配件,拓普集团,4.46,67401167000.0
科技,硬件,亿联网络,-2.74,67394814000.0
科技,硬件,北京君正,-4.62,68121099000.0
基础材料,化工,卫星化学,0.89,68183571000.0
科技,半导体,思瑞浦,-2.81,67040000000.0
金融服务,银行,沪农商行,-0.29,67414667000.0
非周期性消费,农副加工食品,新希望,-0.07,65866189000.0
医疗保健,医疗机构和服务,通策医疗,-1.17,66022981000.0
非周期性消费,酒精饮料,水井坊,3.42,65168032000.0
基础材料,化工,凯赛生物,8.05,65373236000.0
工业,工业制品,珠海冠宇,2.98,66357767000.0
基础材料,化工,龙佰集团,1.19,65180840000.0
科技,软件,中科创达,0.13,64212844000.0
金融服务,资本市场,方正证券,-0.13,64210391000.0
科技,软件,同花顺,-1.64,63565389000.0
基础材料,金属与开采,江西铜业,-1.88,63902225000.0
科技,软件,奇安信,0.27,62939236000.0
基础材料,农业,华鲁恒升,0.03,63251844000.0
金融服务,多元化金融服务,中油资本,-0.8,62957554000.0
周期性消费,汽车和配件,星宇股份,-2.18,62880898000.0
科技,半导体,瑞芯微,-2.23,63017051000.0
金融服务,资本市场,光大证券,0.0,61623289000.0
工业,工业制品,上机数控,0.01,61471717000.0
科技,半导体,立昂微,-1.49,61602348000.0
工业,航空航天和国防,中航机电,1.61,61768713000.0
医疗保健,医药制造,华东医药,-1.7,60788383000.0
非周期性消费,教育,中公教育,-1.4,59207034000.0
工业,工业制品,明阳智能,0.55,60274426000.0
基础材料,化工,杉杉股份,4.83,60224425000.0
通信服务,通信,中国卫通,0.61,59480000000.0
基础材料,化工,中材科技,-1.82,59120295000.0
工业,交通运输,宁波港,-1.06,58803593000.0
金融服务,资本市场,兴业证券,-0.68,58729811000.0
科技,半导体,长电科技,-1.93,58529498000.0
能源,石油与天然气,美锦能源,-0.79,58802063000.0
工业,工业制品,东方电气,-1.39,58571765000.0
科技,硬件,容百科技,2.07,58566122000.0
工业,工业制品,锦浪科技,3.13,57834744000.0
工业,工业制品,石头科技,-2.48,57936019000.0
工业,工业制品,天华超净,5.53,57579909000.0
工业,农用和重型工程机械,中联重科,-0.85,56709093000.0
科技,硬件,高德红外,-0.41,56599391000.0
工业,交通运输,韵达股份,-2.06,57012217000.0
基础材料,化工,联泓新科,-2.58,57055465000.0
科技,半导体,景嘉微,-2.76,56357962000.0
工业,企业集团,新奥股份,-1.55,56091775000.0
基础材料,钢铁和焦煤,永兴材料,3.98,55549802000.0
科技,硬件,振华科技,0.24,55758597000.0
科技,硬件,生益科技,-0.74,55623531000.0
基础材料,农业,藏格控股,3.78,54769124000.0
周期性消费,汽车和配件,世纪华通,-3.15,55004174000.0
基础材料,金属与开采,南山铝业,-0.44,53896672000.0
工业,工业制品,宏发股份,-0.72,54955955000.0
工业,工业制品,晨光文具,-0.65,54152510000.0
科技,半导体,纳思达,1.06,53884331000.0
工业,建筑,四川路桥,1.44,53437064000.0
医疗保健,医疗诊断和研究,金域医学,0.81,53229990000.0
科技,硬件,法拉电子,0.58,53390250000.0
工业,垃圾处理,格林美,2.77,53288437000.0
工业,工业制品,长远锂科,1.65,53496891000.0
医疗保健,医疗器械,欧普康视,-1.38,53030115000.0
非周期性消费,酒精饮料,迎驾贡酒,-1.13,53256000000.0
金融服务,资本市场,红塔证券,0.09,53205366000.0
医疗保健,生物科技,博腾股份,3.96,53315431000.0
周期性消费,汽车和配件,玲珑轮胎,2.82,53705000000.0
工业,工业制品,中天科技,0.23,53290206000.0
通信服务,交互式媒体,三七互娱,-2.54,52764705000.0
房地产,房地产,绿地控股,-1.2,52767202000.0
科技,硬件,深南电路,-0.48,52596978000.0
医疗保健,生物科技,华兰生物,-1.1,52487030000.0
金融服务,资本市场,国投资本,-0.37,52366191000.0
周期性消费,汽车和配件,北汽蓝谷,2.26,52348057000.0
工业,交通运输,春秋航空,-0.02,51990930000.0
基础材料,化工,永太科技,1.43,51874386000.0
科技,软件,汇顶科技,-0.38,51378303000.0
能源,石油与天然气,中海油服,-0.57,51176417000.0
周期性消费,旅游和娱乐,锦江Ｂ股,-2.25,51146541000.0
基础材料,林业,盛新锂能,8.48,50951806000.0
基础材料,化工,华峰化学,2.15,50551695000.0
医疗保健,医药制造,九洲药业,5.86,50580215000.0
工业,工业制品,坚朗五金,-2.42,50436355000.0
医疗保健,医药制造,同仁堂,-0.54,50031235000.0
工业,商业服务,卫士通,7.06,48946408000.0
工业,工业制品,中集集团,0.06,50276236000.0
医疗保健,医药制造,健友股份,-0.84,50049326000.0
周期性消费,旅游和娱乐,华侨城Ａ,-1.45,50275939000.0
公用事业,公共事业 - 独立发电商,川投能源,-0.78,50318256000.0
公用事业,公共事业 - 独立发电商,浙能电力,-0.81,50050539000.0
基础材料,化工,新宙邦,0.56,50002039000.0
科技,硬件,领益智造,0.43,50302816000.0
周期性消费,家具制造,苏泊尔,-3.28,49952071000.0
医疗保健,医疗诊断和研究,昭衍新药,1.54,49824546000.0
基础材料,化工,德方纳米,1.1,49461020000.0
工业,工业制品,杭可科技,0.29,49221320000.0
工业,交通运输,圆通速递,-1.83,49514547000.0
周期性消费,汽车和配件,光启技术,-1.08,49361812000.0
金融服务,资本市场,浙商证券,-0.55,49058835000.0
科技,硬件,晶晨股份,-1.95,49017838000.0
工业,工业制品,中航高科,1.04,48826372000.0
工业,工业制品,科达制造,0.43,48966730000.0
周期性消费,服饰加工,桐昆股份,0.25,48825170000.0
工业,工业制品,中航重机,0.9,48385893000.0
周期性消费,汽车和配件,一汽解放,-0.58,48227280000.0
科技,硬件,浪潮信息,-1.85,47493075000.0
科技,硬件,方大炭素,-0.24,47802987000.0
科技,硬件,安克创新,0.16,47482956000.0
工业,工业制品,大族激光,-1.09,47420710000.0
科技,硬件,视源股份,-3.31,47224363000.0
工业,建筑,北新建材,-0.5,46968497000.0
医疗保健,医药制造,普洛药业,-1.55,47141914000.0
工业,农用和重型工程机械,徐工机械,-0.5,47002528000.0
工业,工业制品,当升科技,0.24,47112891000.0
房地产,房地产,金地集团,-1.92,46184190000.0
医疗保健,医疗产品分销,上海医药,-0.7,46101598000.0
工业,企业集团,中国宝安,2.36,46244476000.0
周期性消费,汽车和配件,天能股份,1.05,46106703000.0
周期性消费,家具制造,德业股份,0.64,45772889000.0
基础材料,钢铁和焦煤,抚顺特钢,-0.98,45772441000.0
公用事业,公共事业 - 独立发电商,国电电力,-1.94,44945760000.0
基础材料,化工,五矿稀土,1.3,45670755000.0
基础材料,化工,百润股份,-1.05,45159622000.0
基础材料,化工,三棵树,-3.2,45285430000.0
医疗保健,医药制造,白云山,-1.44,44618526000.0
科技,半导体,爱旭股份,-1.04,44921422000.0
工业,垃圾处理,伟明环保,7.17,43991553000.0
非周期性消费,农副加工食品,安琪酵母,1.59,43400384000.0
公用事业,公共事业 - 管制,桂冠电力,-1.58,44141315000.0
医疗保健,医疗器械,健帆生物,0.83,43577400000.0
工业,建筑,招商公路,-0.84,43926700000.0
基础材料,化工,华宝股份,0.51,43844567000.0
非周期性消费,农副加工食品,安井食品,-2.08,43918170000.0
基础材料,化工,国瓷材料,0.88,43674305000.0
科技,软件,石基信息,-2.84,44911734000.0
科技,半导体,华天科技,-2.3,43485662000.0
科技,硬件,和辉光电,-0.63,43361635000.0
基础材料,化工,兴发集团,1.84,43535137000.0
工业,建筑,旗滨集团,-1.29,43436128000.0
医疗保健,生物科技,上海莱士,-1.38,43142078000.0
医疗保健,生物科技,N诺唯赞,1.32,41441036000.0
周期性消费,家具制造,顾家家居,-0.37,43208425000.0
基础材料,农业,云天化,0.82,42939948000.0
医疗保健,医疗器械,甘李药业,5.48,40930651000.0
工业,工业制品,中控技术,-4.09,42515928000.0
基础材料,化工,君正集团,-0.2,42527608000.0
工业,工业制品,捷佳伟创,0.67,42769174000.0
周期性消费,汽车和配件,赛轮轮胎,0.87,43072596000.0
科技,软件,国联股份,-0.81,42093395000.0
基础材料,钢铁和焦煤,首钢股份,10.07,42312000000.0
工业,航空航天和国防,中直股份,-0.29,42342113000.0
基础材料,化工,光威复材,-3.89,41941374000.0
基础材料,钢铁和焦煤,太钢不锈,3.21,42437045000.0
工业,商业服务,华测检测,-0.79,41934638000.0
工业,工业制品,国网英大,-2.15,41630212000.0
科技,硬件,东山精密,-2.81,41311957000.0
金融服务,银行,成都银行,-0.35,41251910000.0
工业,工业制品,思源电气,2.47,41869590000.0
基础材料,化工,浙江龙盛,-0.71,41024515000.0
科技,硬件,中科曙光,-3.25,40851677000.0
医疗保健,生物科技,天坛生物,-0.67,41071652000.0
非周期性消费,酒精饮料,口子窖,-1.34,41016000000.0
工业,工业制品,中兵红箭,-0.68,40662100000.0
非周期性消费,农副加工食品,汤臣倍健,-3.03,40959950000.0
周期性消费,汽车和配件,孚能科技,1.17,40899583000.0
科技,硬件,中国长城,-0.85,40583925000.0
基础材料,金属与开采,中金黄金,-0.12,40717426000.0
科技,硬件,鸿远电子,-2.42,40877539000.0
科技,半导体,柏楚电子,-0.77,40618596000.0
基础材料,金属与开采,盛和资源,8.62,40983151000.0
能源,石油与天然气,广汇能源,-1.6,40642024000.0
科技,硬件,科达利,2.83,40341685000.0
医疗保健,医疗器械,乐普医疗,-0.67,40188021000.0
工业,建筑,宁沪高速,0.12,40146251000.0
医疗保健,生物科技,美迪西,4.18,39009780000.0
金融服务,资本市场,长江证券,-0.27,40258100000.0
能源,石油与天然气,上海石化,-1.05,40130771000.0
工业,农用和重型工程机械,浙江鼎力,-1.46,40076833000.0
工业,工业制品,新强联,-0.29,40018993000.0
非周期性消费,农副加工食品,绝味食品,-0.61,39642062000.0
科技,软件,寒武纪,-2.48,39637907000.0
工业,工业制品,西部超导,0.88,39511495000.0
金融服务,资本市场,财达证券,3.22,39556550000.0
工业,工业制品,江特电机,3.03,39701517000.0
科技,软件,朗新科技,-4.01,39648878000.0
金融服务,资本市场,长城证券,-1.18,39005879000.0
基础材料,农业,扬农化工,-0.53,39313775000.0
金融服务,资本市场,东兴证券,0.58,39500484000.0
科技,硬件,亨通光电,0.49,39047054000.0
基础材料,化工,石大胜华,0.75,39370590000.0
非周期性消费,软饮料,养元饮品,1.05,38584899000.0
能源,其他能源,永泰能源,-1.69,38658910000.0
工业,农用和重型工程机械,天山铝业,0.0,38982966000.0
非周期性消费,农副加工食品,珀莱雅,-0.42,38483357000.0
医疗保健,医疗器械,奕瑞科技,-3.68,38882008000.0
工业,工业制品,怡合达,-1.52,38435789000.0
通信服务,传媒,完美世界,-0.46,38527773000.0
工业,工业制品,中国动力,-3.08,38287287000.0
基础材料,化工,恒逸石化,-0.57,38239295000.0
科技,半导体,芯原股份,0.0,37657587000.0
公用事业,公共事业 - 管制,深圳能源,-0.25,38296988000.0
工业,工业制品,巨星科技,-2.26,37730883000.0
工业,航空航天和国防,航发控制,1.76,38179471000.0
工业,航空航天和国防,中航电子,0.2,37908693000.0
基础材料,化工,纳微科技,1.13,37325614000.0
能源,石油与天然气,杰瑞股份,-0.98,37719649000.0
科技,半导体,雅克科技,-1.86,37612246000.0
医疗保健,医疗诊断和研究,华大基因,0.47,37546195000.0
基础材料,金属与开采,铜陵有色,-1.93,37579724000.0
公用事业,公共事业 - 独立发电商,大唐发电,-1.94,37563567000.0
金融服务,资产管理,财通证券,-0.66,37648749000.0
科技,半导体,艾为电子,-2.37,37501060000.0
工业,工业制品,金力永磁,4.79,37488054000.0
医疗保健,医疗器械,新产业,-1.8,37311249000.0
房地产,房地产,陆家Ｂ股,-0.85,37341727000.0
金融服务,资本市场,中银证券,-1.47,37252980000.0
科技,硬件,固德威,0.15,36872880000.0
周期性消费,零售,豫园股份,-1.54,37160065000.0
基础材料,金属与开采,厦门钨业,0.92,37858675000.0
医疗保健,医疗器械,鱼跃医疗,0.3,37191831000.0
房地产,房地产,广宇发展,-0.9,36655273000.0
工业,工业制品,东方电缆,1.44,37014343000.0
周期性消费,零售,苏宁易购,-1.49,36960857000.0
非周期性消费,农副加工食品,大北农,0.34,36982209000.0
基础材料,化工,多氟多,0.52,36825911000.0
科技,半导体,扬杰科技,-1.42,36790193000.0
基础材料,化工,川能动力,2.57,36728400000.0
基础材料,化工,巨化股份,-2.03,36608557000.0
科技,半导体,N安路,-1.38,36809200000.0
周期性消费,旅游和娱乐,宋城演艺,-2.44,36424074000.0
科技,硬件,派能科技,1.06,35880575000.0
医疗保健,医疗器械,稳健医疗,-1.17,36141393000.0
科技,软件,四维图新,0.07,35546313000.0
科技,硬件,天奈科技,-1.19,36197563000.0
工业,工业制品,浙富控股,0.9,36085028000.0
能源,石油与天然气,招商轮船,-1.12,35917739000.0
房地产,房地产,万业企业,-0.37,36324720000.0
基础材料,金属与开采,嘉元科技,3.74,36194318000.0
医疗保健,医药制造,贝达药业,-1.2,35725028000.0
周期性消费,零售,永辉超市,-0.76,35574145000.0
金融服务,资本市场,南京证券,-0.21,35683973000.0
工业,企业集团,物产中大,-1.87,35281058000.0
基础材料,钢铁和焦煤,华菱钢铁,0.98,35441285000.0
基础材料,化工,星源材质,2.36,35415285000.0
基础材料,金属与开采,云铝股份,-0.71,35254944000.0
房地产,房地产,临港B股,-0.28,34849511000.0
工业,交通运输,辽港股份,0.0,34664360000.0
科技,硬件,航天电器,-1.62,34682983000.0
金融服务,资本市场,西部证券,-0.13,34728650000.0
科技,硬件,睿创微纳,-1.62,34389600000.0
基础材料,化工,雅化集团,2.47,34726709000.0
金融服务,资本市场,东吴证券,-0.67,34381397000.0
科技,硬件,火炬电子,-3.05,34351310000.0
工业,工业制品,日月股份,0.4,34233442000.0
基础材料,钢铁和焦煤,鞍钢股份,0.81,34312384000.0
医疗保健,医药制造,人福医药,-2.29,34131203000.0
医疗保健,医疗机构和服务,益丰药房,-0.54,34004789000.0
科技,半导体,长川科技,-3.42,33679239000.0
医疗保健,医疗器械,南微医学,-0.69,33700351000.0
金融服务,资本市场,中航产融,-0.52,33895903000.0
工业,工业制品,天顺风能,-0.8,33833066000.0
周期性消费,汽车和配件,科博达,0.78,33744434000.0
金融服务,资本市场,天风证券,0.0,33709796000.0
房地产,房地产,*ST基础,0.47,33683446000.0
公用事业,公共事业 - 独立发电商,浙江新能,-1.71,33612800000.0
周期性消费,汽车和配件,道通科技,-2.47,33268500000.0
工业,工业制品,特锐德,7.03,33378365000.0
能源,其他能源,山西焦煤,-2.85,33509862000.0
科技,硬件,环旭电子,-3.51,33210923000.0
周期性消费,服饰加工,鄂资Ｂ股,-0.33,33285117000.0
科技,硬件,宏达电子,-0.89,33356140000.0
基础材料,化工,融捷股份,6.23,33106039000.0
医疗保健,医疗诊断和研究,安图生物,-1.15,33306127000.0
基础材料,化工,金发科技,-0.23,32865158000.0
基础材料,金属与开采,攀钢钒钛,2.12,33071886000.0
基础材料,金属与开采,西藏珠峰,2.11,33322960000.0
周期性消费,汽车和配件,力帆科技,1.37,33210000000.0
金融服务,资本市场,国元证券,0.26,32946523000.0
科技,半导体,国科微,-3.03,32937987000.0
科技,硬件,东阳光,-3.1,33484398000.0
基础材料,化工,彤程新材,-0.58,32981950000.0
医疗保健,生物科技,成大生物,-1.38,32832918000.0
能源,其他能源,潞安环能,-1.53,33055070000.0
科技,半导体,华峰测控,-4.27,32810270000.0
基础材料,化工,昊华科技,1.34,32641845000.0
基础材料,建筑材料,华新Ｂ股,-1.67,32610921000.0
基础材料,金属与开采,西藏矿业,1.21,32604349000.0
金融服务,资本市场,国金证券,0.19,32451375000.0
金融服务,多元化金融服务,越秀金控,-0.91,32295467000.0
金融服务,资本市场,西南证券,-0.2,32361682000.0
周期性消费,汽车和配件,江淮汽车,2.1,32224172000.0
工业,工业制品,美畅股份,-1.73,31487942000.0
公用事业,公共事业 - 管制,华电国际,-2.22,32153414000.0
医疗保健,医疗机构和服务,卫宁健康,0.13,31700251000.0
周期性消费,零售,居然之家,-1.01,31993069000.0
工业,交通运输,东航物流,-1.13,31957493000.0
工业,工业制品,厦钨新能,0.79,32251563000.0
基础材料,金属与开采,西部矿业,-0.15,31932200000.0
医疗保健,医药制造,百克生物,-0.16,31553415000.0
公用事业,公共事业 - 独立发电商,节能风电,-1.71,31782750000.0
医疗保健,医疗器械,英科医疗,1.98,31640116000.0
基础材料,化工,安迪苏,-2.79,31860987000.0
基础材料,化工,圣泉集团,0.49,31440442000.0
